id,curr_age,gender,ann_income,dt_maint,age_car,income_bracket,purchasing_probability_pct,pur_prediction
55768S69CG,64,1,1472278.0,2017-02-28,853,High,92.03,1
90783E81FF,42,0,925891.0,2019-03-16,107,Low,31.84,0
53601C74NW,65,0,826587.0,2018-12-17,196,Low,32.37,0
18654I57UE,36,0,1991740.0,2018-05-10,417,High,84.2,1
70075J81JP,30,1,1123569.0,2018-02-28,488,Medium,71.83,0
91751A84CO,57,0,1614263.0,2017-04-06,816,High,93.88,1
89184N28IO,63,0,358688.0,2019-01-30,152,Low,20.23,0
67560F06OY,65,1,1599649.0,2018-10-25,249,High,51.17,0
50584A19CE,44,1,1017977.0,2019-03-09,114,Medium,29.32,0
58533Z70XO,43,0,1321200.0,2016-09-25,1009,Medium,96.73,1
44693F33LO,35,1,1036971.0,2019-05-06,56,Medium,26.78,0
35525A75FE,55,1,923837.0,2019-04-24,68,Low,21.68,0
27888A10OC,60,0,742150.0,2019-06-27,4,Low,17.24,0
42280Y58XD,52,0,1928736.0,2017-08-25,675,High,92.51,1
40398E09WN,64,0,827738.0,2018-05-30,397,Low,52.82,0
79651U64BW,60,1,1912744.0,2018-02-27,489,High,80.5,1
08543G18VJ,30,1,665607.0,2019-03-24,99,Low,24.07,0
29532O70YK,38,1,1051698.0,2019-02-08,143,Medium,34.06,0
01841G48RT,46,1,1179879.0,2017-10-01,638,Medium,80.95,1
85251V26VB,53,1,837652.0,2019-01-04,178,Low,29.08,0
42672W90PY,63,1,1547467.0,2019-05-17,45,High,30.26,0
87271I28JS,38,1,1227750.0,2017-11-03,605,Medium,80.9,1
15441Y30LP,44,1,1336725.0,2019-05-21,41,High,29.7,0
48986M67NL,35,0,736665.0,2017-08-17,683,Low,82.1,1
00836W68NA,36,0,1548806.0,2018-07-01,365,High,73.27,0
27498B39EJ,26,0,1384357.0,2018-12-29,184,High,54.85,0
51462Z39YR,29,1,903320.0,2018-08-11,324,Low,51.0,0
33780B68IX,26,1,819353.0,2018-08-04,331,Low,50.41,0
85222S78DX,42,1,1199831.0,2018-01-16,531,Medium,74.34,0
80499R73TX,30,0,1418484.0,2019-05-24,38,High,39.6,0
90058O01OH,48,1,1519065.0,2018-12-10,203,High,48.89,0
34257T71GU,53,1,1040606.0,2018-05-25,402,Medium,56.16,0
25403T24KG,47,1,1346289.0,2018-10-28,246,High,49.27,0
18761H89SM,33,0,1000349.0,2018-08-02,333,Medium,58.72,0
44495N49DK,59,0,1259401.0,2016-12-25,918,Medium,94.13,1
11808C79IG,61,0,1311068.0,2018-11-22,221,Medium,47.51,0
25913T53EH,47,0,1759082.0,2018-06-21,375,High,75.87,1
71708E84EO,38,1,1108360.0,2018-06-12,384,Medium,59.9,0
67284E85OR,63,0,693784.0,2018-07-17,349,Low,44.72,0
08035U49OK,36,1,821531.0,2018-11-04,239,Low,38.42,0
83215H89IX,37,1,1407835.0,2019-02-08,143,High,42.81,0
43682C14FX,26,0,1169172.0,2017-01-30,882,Medium,94.72,1
64280X21RW,53,1,1198959.0,2018-06-24,372,Medium,57.02,0
28009T60WE,41,0,1233864.0,2019-03-12,111,Medium,39.6,0
48889C05EC,28,0,785537.0,2017-11-15,593,Low,78.11,1
45025T90MY,29,1,1104454.0,2018-12-22,191,Medium,42.29,0
66030T80LR,26,0,1212381.0,2018-09-08,296,Medium,61.95,0
68519J29MM,61,1,632566.0,2017-12-05,573,Low,61.35,0
99477Z17QW,50,1,1446516.0,2019-05-01,61,High,32.49,0
10089U94QW,55,0,1322349.0,2018-06-28,368,Medium,64.31,0
93388V01WH,62,1,1854704.0,2018-11-22,221,High,55.49,0
51921Z33IO,34,0,926832.0,2018-02-14,502,Low,72.55,0
69343X98FX,26,0,1051599.0,2018-05-29,398,Medium,67.92,0
91076N62SB,54,1,1176802.0,2018-11-16,227,Medium,41.22,0
08620H50XO,53,0,1994352.0,2019-05-18,44,High,48.49,0
70192S80QT,39,0,1366543.0,2019-06-06,25,High,34.86,0
35410V38FF,63,1,1508378.0,2018-06-27,369,High,61.69,0
76964W84YJ,46,0,1160824.0,2019-05-25,37,Medium,29.77,0
41761B97IK,49,0,1153384.0,2016-10-13,991,Medium,95.6,1
86482X54SX,43,1,1120951.0,2018-08-12,323,Medium,52.66,0
18060T74LZ,48,0,1723482.0,2018-06-08,388,High,76.0,1
47713R54DI,36,0,1674789.0,2018-11-10,233,High,64.24,0
57448X88NT,59,1,903475.0,2018-12-24,189,Low,30.08,0
39833W33LQ,54,1,630331.0,2019-05-29,33,Low,15.23,0
46460T19SP,33,1,807833.0,2016-10-18,986,Low,93.46,1
83947V69DT,49,0,1158561.0,2016-10-27,977,Medium,95.37,1
43279G23JZ,52,1,931989.0,2018-12-15,198,Low,33.13,0
06779S88PK,34,1,537928.0,2018-09-16,288,Low,36.98,0
13078N79IP,41,0,1588317.0,2018-07-14,352,High,71.93,0
98275X76AO,60,1,869700.0,2018-05-05,422,Low,52.08,0
80810R82LH,31,1,920038.0,2018-07-31,335,Low,52.03,0
50889J43PN,57,1,435840.0,2019-04-15,77,Low,14.66,0
69275G80FM,30,1,501027.0,2018-09-03,301,Low,38.38,0
16654F89MB,54,0,1540470.0,2018-02-23,493,High,79.27,1
48235V78RM,52,1,527688.0,2018-01-04,543,Low,58.1,0
72156W04EF,41,0,953703.0,2018-03-23,465,Medium,68.35,0
25545Y55YH,60,0,1658100.0,2018-04-14,443,High,76.63,1
70532I77DY,51,0,1232794.0,2018-02-04,512,Medium,75.79,1
04288X05GM,45,0,974199.0,2019-03-22,101,Medium,31.66,0
80412U50SZ,34,0,805546.0,2017-09-20,649,Low,81.18,1
10818N78YL,45,1,1164934.0,2018-02-04,512,Medium,71.45,0
89536G43PF,54,1,1197759.0,2018-08-19,316,Medium,50.93,0
25132M57LC,44,0,1829007.0,2018-05-30,397,High,79.25,1
10271R22ZV,60,0,1272084.0,2017-02-28,853,Medium,92.46,1
55530K74FH,54,1,934511.0,2018-04-14,443,Low,57.45,0
37978S43YY,39,1,1247309.0,2018-05-27,400,Medium,64.52,0
18643U79RD,52,1,1277174.0,2018-05-02,425,Medium,64.41,0
56487E90XA,59,1,1512546.0,2018-06-15,381,High,63.95,0
61676A90TM,45,1,1051411.0,2017-07-22,709,Medium,83.53,1
86163N59YE,39,1,1422333.0,2018-09-10,294,High,58.25,0
60862H11MD,49,1,944409.0,2018-08-28,307,Low,44.94,0
95790U44ZT,52,0,397187.0,2018-11-30,213,Low,27.66,0
36811B69SM,60,0,1288735.0,2018-11-12,231,Medium,48.26,0
88143T78ML,32,1,667793.0,2018-08-12,323,Low,44.16,0
67378E45ON,37,0,1648567.0,2018-12-07,206,High,60.73,0
26398N24EO,26,1,818182.0,2017-11-30,578,Low,73.98,0
42858R29CP,47,0,1027390.0,2018-03-22,466,Medium,68.66,0
06312A99GG,28,0,709710.0,2018-12-20,193,Low,38.42,0
35782F17HD,46,0,1833704.0,2018-05-04,423,High,80.72,1
08220Y41PG,64,0,1679248.0,2018-03-03,485,High,79.27,1
60514B10KB,64,1,701193.0,2018-03-10,478,Low,52.58,0
65112Z82BP,48,0,1707948.0,2018-06-14,382,High,75.25,1
21078H36EE,36,0,1553406.0,2019-02-04,147,High,52.61,0
91617J17WT,36,1,1503478.0,2018-08-17,318,High,63.35,0
25313G56KK,44,1,1521185.0,2019-05-02,60,High,35.53,0
41157W93EN,29,0,893807.0,2018-02-23,493,Low,72.2,0
64841M90WT,39,1,1557165.0,2018-11-26,217,High,53.71,0
28347S21BY,42,1,1112314.0,2019-05-24,38,Medium,25.36,0
20185X49QO,36,0,997766.0,2018-07-14,352,Medium,59.79,0
96385B09ZU,47,0,1564638.0,2018-07-05,361,High,70.89,0
39762L50BB,27,0,860683.0,2019-03-07,116,Low,34.76,0
89862D01XW,29,1,939905.0,2018-04-15,442,Low,63.85,0
78048R87OI,36,0,930010.0,2017-03-10,843,Low,91.49,1
58890H79UF,42,0,1225554.0,2018-12-17,196,Medium,47.82,0
70024F45XG,62,1,658921.0,2018-08-12,323,Low,36.26,0
89176R63FJ,30,1,643086.0,2018-02-04,512,Low,63.41,0
47324Y41VZ,65,1,739828.0,2019-03-10,113,Low,19.94,0
78482J12HJ,55,0,1885192.0,2017-08-27,673,High,91.91,1
34204J36VU,47,0,1471833.0,2018-12-21,192,High,52.3,0
33442V08EY,49,1,988538.0,2018-06-01,395,Medium,55.19,0
23398S61PA,28,1,704480.0,2018-05-04,423,Low,56.52,0
69145U42TH,52,1,1263297.0,2019-05-26,36,Medium,26.07,0
81877T12BU,44,1,1391910.0,2018-10-09,265,High,53.2,0
94271M16PH,37,1,1057996.0,2018-03-03,485,Medium,68.61,0
27571I54PI,28,1,680911.0,2018-06-01,395,Low,53.04,0
24342U86LV,27,1,749792.0,2018-04-08,449,Low,60.52,0
10778G86HV,29,1,628175.0,2018-10-06,268,Low,38.42,0
98953C57QI,61,1,1603536.0,2018-09-10,294,High,56.99,0
92434F16HI,34,1,932535.0,2018-12-25,188,Low,36.57,0
59580E41KP,26,0,613210.0,2018-10-18,256,Low,42.91,0
53649Y89IC,59,1,1692736.0,2018-09-02,302,High,60.5,0
09178L05EX,63,1,1246697.0,2019-06-14,17,Medium,22.17,0
55843R06RG,26,1,842884.0,2018-04-17,440,Low,62.12,0
47665U25RN,48,1,921244.0,2019-05-01,61,Low,22.42,0
10439X16TH,28,1,1199206.0,2017-03-12,841,Medium,92.45,1
80664O74NA,63,1,1762047.0,2018-08-08,327,High,63.6,0
63276B75TD,30,0,1213961.0,2019-05-24,38,Medium,34.77,0
17147A75NW,59,1,1365574.0,2019-01-06,176,High,39.41,0
83142W81BW,46,1,919802.0,2019-06-17,14,Low,19.51,0
20552Q41ZL,39,0,841729.0,2018-12-06,207,Low,40.19,0
38831W48PK,58,0,667636.0,2018-06-22,374,Low,47.98,0
55670Q88EB,26,1,900424.0,2018-12-03,210,Low,39.99,0
45120Y68BO,50,1,808247.0,2018-10-01,273,Low,37.91,0
78832K31ZJ,36,0,1810657.0,2018-08-11,324,High,75.07,1
77414B21UR,32,1,820427.0,2019-05-06,56,Low,23.27,0
20981O69UP,49,0,872118.0,2017-12-10,568,Low,73.71,0
44329K11MK,36,0,1994378.0,2018-09-05,299,High,76.57,1
25468L12KW,54,1,1009042.0,2019-05-28,34,Medium,20.93,0
83216S52SK,25,1,560354.0,2018-12-16,197,Low,31.14,0
51493Q48RD,56,0,1918739.0,2019-05-02,60,High,47.44,0
29636B85DG,52,1,1620674.0,2016-09-21,1013,High,96.75,1
46255G62EF,28,0,696371.0,2018-02-06,510,Low,69.76,0
58730Q04GK,30,1,1190679.0,2018-01-09,538,Medium,77.07,1
42290Z99LO,43,0,1694299.0,2019-06-03,28,High,41.97,0
64498B00GW,64,0,635038.0,2018-05-12,415,Low,49.83,0
58195O30FR,41,1,1227605.0,2017-10-07,632,Medium,82.11,1
23425D13AK,39,0,1778808.0,2019-05-02,60,High,48.45,0
18533L42SD,54,1,452030.0,2018-05-07,420,Low,42.95,0
39227O00SE,63,1,732885.0,2017-07-28,703,Low,74.72,0
44460A07EK,51,0,1859415.0,2018-09-02,302,High,71.09,0
37647M19YD,28,0,1357340.0,2019-05-03,59,High,40.73,0
55942Z08VP,56,1,1515479.0,2018-09-07,297,High,56.42,0
87716J43PT,32,1,725577.0,2018-02-13,503,Low,63.98,0
53128V03GI,54,1,1308443.0,2017-10-30,609,Medium,79.75,1
69529G80KF,33,1,910555.0,2019-06-13,18,Low,21.91,0
51420O07WX,41,1,892135.0,2019-06-18,13,Low,19.85,0
92288V74OO,52,1,1140682.0,2018-11-20,223,Medium,40.45,0
52311T63AL,55,1,1599400.0,2019-01-16,166,High,45.21,0
80437S60EV,58,1,1890495.0,2018-11-27,216,High,56.92,0
48451Y02JZ,60,1,934487.0,2018-02-25,491,Low,60.74,0
63512U99RE,58,1,1343246.0,2019-01-28,154,High,36.97,0
26007V59OH,33,1,910059.0,2018-08-03,332,Low,50.94,0
73442J28XP,60,1,1464428.0,2019-06-27,4,High,25.78,0
08268M73XF,50,1,1415528.0,2019-04-25,67,High,32.35,0
91793I45PK,25,0,1450168.0,2018-09-16,288,High,66.94,0
98031Y66JI,32,0,994358.0,2018-06-17,379,Medium,63.38,0
02710H94MG,27,0,808417.0,2018-03-15,473,Low,69.12,0
54649P32UO,65,0,1251585.0,2019-05-12,50,Medium,28.59,0
98706W51IL,48,0,1850047.0,2018-10-29,245,High,66.48,0
18363S09HN,51,0,757446.0,2019-03-07,116,Low,27.08,0
78567B43JD,36,0,853761.0,2018-10-05,269,Low,47.63,0
79929Q96EU,59,0,572760.0,2017-01-18,894,Low,87.87,1
46127U33RJ,52,1,1503602.0,2018-07-20,346,High,62.09,0
21955Y17YV,41,1,1249377.0,2019-03-09,114,Medium,35.13,0
68374F80QV,26,1,961817.0,2019-03-05,118,Medium,32.58,0
70517U05HH,28,1,690528.0,2019-06-24,7,Low,18.45,0
78715Z40FT,25,0,641803.0,2018-09-19,285,Low,46.88,0
63157Z79KH,65,0,505849.0,2017-07-03,728,Low,76.07,1
93058M60DI,25,1,764488.0,2018-09-25,279,Low,43.9,0
25253S20XR,53,0,467142.0,2018-03-06,482,Low,55.48,0
90436O75ZX,63,0,308556.0,2018-10-13,261,Low,27.93,0
06048F51KI,42,1,1046048.0,2018-07-12,354,Medium,54.25,0
80599N43NE,27,1,1021048.0,2017-11-16,592,Medium,78.54,1
56264J87AT,50,0,991794.0,2019-04-30,62,Medium,27.53,0
85284U91SF,54,0,1538984.0,2018-07-24,342,High,67.05,0
80181G27UP,51,1,1956386.0,2018-01-12,535,High,85.19,1
96109O44RZ,58,0,1833907.0,2018-04-15,442,High,79.94,1
97010P88YS,31,0,790232.0,2018-08-31,304,Low,51.01,0
33876R71AI,48,0,1410276.0,2018-04-11,446,High,74.61,0
14377E84RY,56,1,1704265.0,2018-05-03,424,High,72.68,0
48975Z76WZ,64,0,1674688.0,2018-05-15,412,High,73.74,0
92806A68KP,29,0,1287038.0,2018-07-23,343,Medium,67.41,0
68429O12WI,54,0,1539814.0,2018-06-28,368,High,69.41,0
93767J46OB,34,0,616678.0,2018-02-19,497,Low,65.41,0
75732I92OZ,59,0,552477.0,2017-03-21,832,Low,84.57,1
19347W83BF,53,1,1659752.0,2017-07-22,709,High,89.6,1
94383D71JF,40,1,1210010.0,2019-01-25,157,Medium,38.62,0
24565V15CL,56,0,1473354.0,2019-01-30,152,High,45.77,0
80989I99HQ,25,0,885353.0,2019-05-05,57,Low,30.39,0
25134S97WM,31,0,1273087.0,2019-01-14,168,Medium,49.05,0
17076E93CH,62,1,1420650.0,2019-04-16,76,High,30.51,0
44563X19UV,51,1,811610.0,2019-06-20,11,Low,16.9,0
54122T58WM,46,0,1130372.0,2019-06-13,18,Medium,27.52,0
41114B67MR,36,0,1286244.0,2018-06-30,366,Medium,67.85,0
58195E05PN,35,0,1485242.0,2019-03-22,101,High,46.37,0
80773X05HO,32,0,1090243.0,2017-11-05,603,Medium,82.91,1
60639B62TY,63,0,894954.0,2018-05-31,396,Low,54.67,0
24556E00FJ,63,0,784186.0,2018-06-30,366,Low,48.76,0
05933Q76RQ,39,1,1485350.0,2018-07-01,365,High,66.66,0
67949W21KK,54,0,1893039.0,2017-01-25,887,High,96.58,1
76958S53WI,49,1,1411274.0,2018-05-02,425,High,68.16,0
21352T56KT,33,0,1236084.0,2018-06-21,375,Medium,68.26,0
44950C76GG,53,1,1354591.0,2018-03-18,470,High,70.03,0
65780E27VG,41,1,1583074.0,2018-10-07,267,High,58.95,0
10739W34KB,65,0,378506.0,2017-01-26,886,Low,84.37,1
53162M83IX,35,0,637643.0,2018-04-03,454,Low,61.5,0
17574P08XE,56,0,654724.0,2018-01-26,521,Low,63.19,0
94624S93SM,62,1,512498.0,2017-10-24,615,Low,62.36,0
74220Q75NP,53,1,507104.0,2018-06-20,376,Low,40.11,0
08544D18CP,62,0,1182463.0,2017-03-28,825,Medium,90.7,1
57607E52CK,29,1,998857.0,2018-07-26,340,Medium,55.07,0
76255Y29KB,49,1,1057793.0,2018-09-18,286,Medium,45.61,0
35630A29MP,50,1,1501778.0,2018-03-30,458,High,72.7,0
85666P10AD,43,1,1348707.0,2019-02-23,128,High,38.32,0
54503E93CX,43,1,1142307.0,2018-03-31,457,Medium,66.52,0
71494Y82IB,59,0,799665.0,2019-05-20,42,Low,20.72,0
81577S66XL,64,1,1531555.0,2017-02-16,865,High,92.8,1
83394M60BB,65,1,747504.0,2018-05-30,397,Low,45.06,0
79730A01KD,45,1,1072600.0,2018-03-19,469,Medium,65.58,0
43689U79AK,65,1,888621.0,2018-07-30,336,Low,42.32,0
63434V26GT,64,1,523648.0,2018-11-02,241,Low,25.65,0
32242Q09ZH,65,1,1174763.0,2019-04-20,72,Medium,24.59,0
56906R44UQ,63,1,1683893.0,2018-04-13,444,High,72.44,0
80861D39OW,42,0,1362679.0,2018-05-29,398,High,70.96,0
35861B37GW,55,0,429402.0,2018-08-17,318,Low,37.21,0
87950F46HG,36,0,1607219.0,2019-04-16,76,High,46.58,0
68853P90GT,65,0,884046.0,2019-03-19,104,Low,25.69,0
31880G40HE,34,1,818416.0,2019-04-28,64,Low,23.45,0
68282N33CA,56,1,903627.0,2018-06-19,377,Low,49.31,0
44047V82WK,57,1,880770.0,2016-11-30,943,Low,90.87,1
68638M64VN,63,1,717796.0,2018-04-11,446,Low,49.93,0
82038I66LR,45,1,1526403.0,2018-07-01,365,High,66.16,0
63994X60OR,44,1,1231007.0,2018-11-01,242,Medium,46.74,0
10332O20VF,46,1,1362469.0,2018-04-12,445,High,69.58,0
94918E03HD,52,1,1366983.0,2019-02-26,125,High,36.21,0
27003J65ON,33,1,831776.0,2018-04-07,450,Low,61.07,0
41639I19JN,29,1,1071123.0,2018-06-13,383,Medium,61.2,0
62905R82PL,48,1,1543361.0,2017-10-01,638,High,85.73,1
00631O77VI,59,1,1703516.0,2019-05-11,51,High,35.23,0
59041P43GG,63,0,649187.0,2017-09-25,644,Low,72.56,0
62833Q18PD,32,1,904230.0,2019-04-02,90,Low,27.56,0
99518D18MW,30,0,709054.0,2017-08-30,670,Low,81.67,1
56823P68BP,31,1,604072.0,2019-03-02,121,Low,24.41,0
15481K81WM,64,0,333731.0,2018-03-19,469,Low,47.83,0
30401R62XR,55,1,672447.0,2017-03-14,839,Low,84.23,1
48886S12LA,33,1,1051632.0,2019-04-04,88,Medium,30.23,0
46989G87YZ,34,0,1038239.0,2017-08-17,683,Medium,86.28,1
30463A05IL,55,1,878487.0,2018-09-26,278,Low,38.82,0
51230I79GU,41,0,1072021.0,2018-05-23,404,Medium,65.37,0
57363J41FI,32,1,649179.0,2017-09-28,641,Low,74.5,0
50298M05CI,47,0,1826514.0,2018-04-18,439,High,81.46,1
50996Z69RJ,29,0,1330627.0,2018-12-09,204,High,54.77,0
34933M79OO,40,0,1164559.0,2019-06-05,26,Medium,30.24,0
43713L29CK,37,1,1336022.0,2019-06-16,15,High,28.99,0
87782F20SQ,29,0,661930.0,2019-03-16,107,Low,29.12,0
30426T23VG,62,0,494557.0,2019-05-07,55,Low,16.41,0
16751C58VE,50,0,1412092.0,2018-03-22,466,High,75.8,1
12960Z83YE,32,1,980510.0,2018-04-05,452,Medium,65.01,0
03655O40GY,53,1,311051.0,2019-05-24,38,Low,12.03,0
84887P83BY,56,1,803441.0,2019-02-28,123,Low,23.37,0
45671L94BH,51,0,451889.0,2019-03-20,103,Low,20.53,0
22286E27LU,50,0,1852688.0,2018-10-24,250,High,66.53,0
91851P77MK,39,0,1940795.0,2018-07-04,362,High,79.58,1
05254Q45QC,47,0,1609560.0,2017-05-01,791,High,93.87,1
13713Z88ED,62,0,1390493.0,2017-06-05,756,High,90.03,1
32065F58MW,54,0,635565.0,2018-12-15,198,Low,30.92,0
47895C79RY,25,0,852620.0,2018-12-08,205,Low,43.9,0
37040E58UZ,48,1,908474.0,2019-03-31,92,Low,24.51,0
11692M26DT,35,1,1011474.0,2019-04-05,87,Medium,28.85,0
84176W09BU,35,0,1030882.0,2018-10-24,250,Medium,50.4,0
79881P28UO,27,1,626226.0,2019-03-13,110,Low,24.77,0
08161L50NR,36,0,1861005.0,2018-10-12,262,High,70.99,0
93603A09SE,63,1,761795.0,2018-07-21,345,Low,40.63,0
68896C35CK,47,0,1454265.0,2018-05-31,396,High,71.6,0
23531Q50JR,58,0,1545858.0,2018-12-15,198,High,51.85,0
33001L87UC,59,1,1619831.0,2017-01-30,882,High,94.1,1
44831Z81KO,32,1,1070673.0,2017-06-26,735,Medium,86.88,1
92830X61VG,28,0,618460.0,2017-02-10,871,Low,90.57,1
77606S27LH,52,0,687126.0,2018-07-21,345,Low,47.06,0
62185Q56MO,59,0,496662.0,2018-09-28,276,Low,33.78,0
03563P82AE,26,0,804921.0,2019-03-13,110,Low,33.18,0
71895M01XR,39,0,971707.0,2017-05-27,765,Medium,88.69,1
17237G37QP,57,0,1745242.0,2018-04-28,429,High,77.72,1
76548I24YH,60,1,1645440.0,2017-08-04,696,High,88.19,1
85848B88UN,61,0,1987591.0,2017-04-17,805,High,95.34,1
31129R80PO,29,0,1471689.0,2018-11-09,234,High,61.28,0
63133G62GS,64,0,1492269.0,2019-01-22,160,High,44.95,0
08085O62LL,64,1,636165.0,2018-08-05,330,Low,35.91,0
76371F68GK,35,0,905731.0,2017-05-15,777,Low,88.95,1
19148H51WK,53,0,1124879.0,2018-09-11,293,Medium,52.44,0
00663H97CA,60,1,646477.0,2018-05-21,406,Low,44.78,0
23306L62FE,50,0,1303584.0,2019-04-22,70,Medium,35.0,0
04083Y07IN,29,1,991720.0,2018-03-23,465,Medium,67.2,0
96166T63ND,31,0,725314.0,2019-04-17,75,Low,27.29,0
88414H61UW,42,0,1776728.0,2018-10-06,268,High,68.37,0
57586O83AE,63,0,1556048.0,2018-07-28,338,High,64.9,0
97912P71FV,36,0,1684447.0,2018-11-18,225,High,63.7,0
97068W39AB,33,0,1183791.0,2018-11-22,221,Medium,51.78,0
77120C54KR,61,0,830283.0,2018-11-15,228,Low,36.43,0
50897L95CR,30,1,796703.0,2019-04-03,89,Low,25.77,0
20164W34UM,25,1,746249.0,2017-07-26,705,Low,81.94,1
92767L94ZE,29,0,912746.0,2019-02-02,149,Low,38.69,0
89364O03EU,41,1,1349582.0,2018-11-23,220,High,48.24,0
38919G16BH,32,0,1003332.0,2019-06-26,5,Medium,26.87,0
01247J74XU,55,0,312847.0,2018-11-20,223,Low,26.49,0
78901M37GH,40,0,1832415.0,2017-06-13,748,High,94.53,1
77165D49IQ,55,0,1768046.0,2018-08-11,324,High,70.19,0
23224L78VL,59,0,880985.0,2018-09-10,294,Low,44.79,0
20949N96VY,25,1,708304.0,2019-03-13,110,Low,26.77,0
20677U64KL,42,1,1279301.0,2017-09-08,661,Medium,84.37,1
88732N99OA,43,1,866420.0,2018-03-13,475,Low,61.83,0
83546H96OK,45,1,1245324.0,2018-06-09,387,Medium,61.72,0
98538Q60UN,49,1,1241770.0,2018-11-23,220,Medium,43.42,0
06039U29FI,58,0,520473.0,2017-12-28,550,Low,62.34,0
82389R82SB,38,1,1549300.0,2018-09-03,301,High,62.28,0
26432C41XR,35,0,1491459.0,2018-03-11,477,High,80.66,1
06697P73SW,33,0,1256361.0,2018-08-26,309,Medium,62.51,0
82220P45IS,47,1,1500161.0,2017-11-12,596,High,82.99,1
28475B22BZ,30,0,1244708.0,2018-02-24,492,Medium,78.49,1
44564I04CS,30,0,809133.0,2019-01-02,180,Low,39.01,0
10121X40HG,26,0,953056.0,2018-07-25,341,Medium,60.17,0
69463P18TY,47,1,1109013.0,2019-04-18,74,Medium,27.16,0
53379S75LD,30,1,1111981.0,2017-10-12,627,Medium,81.81,1
61631G09DS,35,1,1031816.0,2019-06-13,18,Medium,23.69,0
60361U20DA,32,0,1101907.0,2017-01-27,885,Medium,94.09,1
29192F13SE,44,0,1720108.0,2017-07-03,728,High,93.15,1
61762X16WP,55,0,1001813.0,2017-01-21,891,Medium,92.02,1
95357A18WY,27,0,959379.0,2018-05-26,401,Medium,65.89,0
10378B50CG,60,1,1844698.0,2017-03-26,827,High,94.03,1
10925U74YP,58,0,1733221.0,2019-04-15,77,High,44.01,0
27610M40GB,47,0,1675562.0,2018-07-05,361,High,73.15,0
33000R31FP,38,1,1542236.0,2017-12-28,550,High,82.23,1
47992S79UO,46,0,1822474.0,2019-05-23,39,High,45.5,0
74334B52IG,51,1,1862981.0,2018-08-10,325,High,68.57,0
78517T35YE,36,1,914701.0,2018-05-22,405,Low,57.79,0
76650C04RC,31,0,1408675.0,2018-04-14,443,High,77.65,1
44569K99GL,48,0,1796635.0,2019-04-22,70,High,47.53,0
57076I87DA,30,0,736787.0,2018-07-07,359,Low,55.63,0
52399T92EE,33,0,1270960.0,2019-03-23,100,Medium,41.46,0
44494M89VV,61,0,591833.0,2019-05-14,48,Low,17.53,0
61196K33PU,42,1,1068029.0,2017-05-06,786,Medium,88.01,1
54152F41OM,63,0,730969.0,2018-11-16,227,Low,33.56,0
63028M35ND,49,0,1870178.0,2019-01-08,174,High,59.83,0
49632Y17RC,65,0,1112312.0,2018-07-16,350,Medium,54.84,0
15093Q21KZ,54,0,1885091.0,2019-06-12,19,High,42.9,0
02674U43IX,47,1,1544989.0,2017-06-18,743,High,90.41,1
41597R50JC,56,0,1619508.0,2018-09-25,279,High,62.43,0
93620T31BL,35,0,909882.0,2018-12-18,195,Low,41.68,0
76376Q97JH,56,0,908134.0,2018-11-30,213,Low,38.06,0
80212L67AH,65,0,1019615.0,2018-06-16,380,Medium,55.62,0
63822Z86XF,44,0,1940871.0,2019-06-07,24,High,47.46,0
74093E84VC,48,0,829784.0,2019-02-28,123,Low,29.82,0
61720T21FM,40,0,942250.0,2018-02-16,500,Low,71.4,0
14255K45AI,50,0,1565293.0,2016-12-27,916,High,95.98,1
55234V19AK,43,0,1079535.0,2018-03-27,461,Medium,70.25,0
76300E02CU,61,0,649484.0,2018-03-20,468,Low,56.48,0
40544M38XI,64,1,717715.0,2018-03-10,478,Low,53.0,0
92368P87MM,28,1,559012.0,2018-08-23,312,Low,41.4,0
41948L85WL,65,0,1872603.0,2019-03-19,104,High,48.45,0
71802B88VK,47,1,1050131.0,2017-06-18,743,Medium,85.1,1
39716L41OY,32,0,1032403.0,2018-04-19,438,Medium,69.7,0
46185A09AH,56,1,1819448.0,2018-02-25,491,High,79.81,1
60639J46VL,42,1,1201808.0,2018-07-23,343,Medium,57.01,0
57316C44ZB,41,1,1222160.0,2018-05-29,398,Medium,63.25,0
90185T85MI,41,0,1893074.0,2018-07-12,354,High,77.86,1
40284Y15UB,41,1,1567778.0,2018-02-22,494,High,78.46,1
30436L56UU,43,1,1585978.0,2018-02-21,495,High,78.48,1
29853O20RL,32,0,1495295.0,2017-02-05,876,High,95.8,1
77601U06HR,33,1,896657.0,2018-08-29,306,Low,47.89,0
68137D24FP,39,0,994786.0,2019-05-30,32,Medium,27.44,0
08550A67HW,39,0,1251566.0,2018-06-06,390,Medium,68.57,0
45293S56IX,46,0,1882391.0,2018-08-23,312,High,73.46,0
03031O08GI,63,1,1039932.0,2017-12-25,553,Medium,68.34,0
04001M33XU,57,1,1811437.0,2018-11-17,226,High,56.24,0
86310C34FM,56,0,999165.0,2018-03-25,463,Medium,65.64,0
86957P27SA,54,0,1642360.0,2019-05-18,44,High,39.48,0
00964D19EH,43,0,1910028.0,2018-04-16,441,High,83.42,1
12253U38LC,56,1,1422407.0,2019-02-01,150,High,38.97,0
39441D35EE,55,0,370397.0,2017-02-01,880,Low,85.32,1
45927P45YF,40,0,1189023.0,2018-05-06,421,Medium,69.74,0
79945K91JF,32,0,1268383.0,2017-01-20,892,Medium,95.09,1
