ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
53649Y89IC,59,F,"  1,692,736 ",9/2/2018
09178L05EX,63,F,"  1,246,697 ",6/14/2019
55843R06RG,26,F,"  842,884 ",4/17/2018
47665U25RN,48,F,"  921,244 ",5/1/2019
10439X16TH,28,F,"  1,199,206 ",3/12/2017
80664O74NA,63,F,"  1,762,047 ",8/8/2018
63276B75TD,30,M,"  1,213,961 ",5/24/2019
17147A75NW,59,F,"  1,365,574 ",1/6/2019
83142W81BW,46,F,"  919,802 ",6/17/2019
20552Q41ZL,39,M,"  841,729 ",12/6/2018
38831W48PK,58,M,"  667,636 ",6/22/2018
55670Q88EB,26,F,"  900,424 ",12/3/2018
45120Y68BO,50,F,"  808,247 ",10/1/2018
78832K31ZJ,36,M,"  1,810,657 ",8/11/2018
77414B21UR,32,F,"  820,427 ",5/6/2019
20981O69UP,49,M,"  872,118 ",12/10/2017
44329K11MK,36,M,"  1,994,378 ",9/5/2018
25468L12KW,54,F,"  1,009,042 ",5/28/2019
83216S52SK,25,F,"  560,354 ",12/16/2018
51493Q48RD,56,M,"  1,918,739 ",5/2/2019
29636B85DG,52,F,"  1,620,674 ",9/21/2016
46255G62EF,28,M,"  696,371 ",2/6/2018
58730Q04GK,30,F,"  1,190,679 ",1/9/2018
42290Z99LO,43,M,"  1,694,299 ",6/3/2019
64498B00GW,64,M,"  635,038 ",5/12/2018
58195O30FR,41,F,"  1,227,605 ",10/7/2017
23425D13AK,39,M,"  1,778,808 ",5/2/2019
18533L42SD,54,F,"  452,030 ",5/7/2018
39227O00SE,63,F,"  732,885 ",7/28/2017
44460A07EK,51,M,"  1,859,415 ",9/2/2018
37647M19YD,28,M,"  1,357,340 ",5/3/2019
55942Z08VP,56,F,"  1,515,479 ",9/7/2018
87716J43PT,32,F,"  725,577 ",2/13/2018
53128V03GI,54,F,"  1,308,443 ",10/30/2017
69529G80KF,33,F,"  910,555 ",6/13/2019
51420O07WX,41,F,"  892,135 ",6/18/2019
92288V74OO,52,F,"  1,140,682 ",11/20/2018
52311T63AL,55,F,"  1,599,400 ",1/16/2019
80437S60EV,58,F,"  1,890,495 ",11/27/2018
48451Y02JZ,60,F,"  934,487 ",2/25/2018
63512U99RE,58,F,"  1,343,246 ",1/28/2019
26007V59OH,33,F,"  910,059 ",8/3/2018
73442J28XP,60,F,"  1,464,428 ",6/27/2019
08268M73XF,50,F,"  1,415,528 ",4/25/2019
91793I45PK,25,M,"  1,450,168 ",9/16/2018
98031Y66JI,32,M,"  994,358 ",6/17/2018
02710H94MG,27,M,"  808,417 ",3/15/2018
54649P32UO,65,M,"  1,251,585 ",5/12/2019
98706W51IL,48,M,"  1,850,047 ",10/29/2018
18363S09HN,51,M,"  757,446 ",3/7/2019
78567B43JD,36,M,"  853,761 ",10/5/2018
79929Q96EU,59,M,"  572,760 ",1/18/2017
46127U33RJ,52,F,"  1,503,602 ",7/20/2018
21955Y17YV,41,F,"  1,249,377 ",3/9/2019
68374F80QV,26,F,"  961,817 ",3/5/2019
70517U05HH,28,F,"  690,528 ",6/24/2019
78715Z40FT,25,M,"  641,803 ",9/19/2018
63157Z79KH,65,M,"  505,849 ",7/3/2017
93058M60DI,25,F,"  764,488 ",9/25/2018
25253S20XR,53,M,"  467,142 ",3/6/2018
90436O75ZX,63,M,"  308,556 ",10/13/2018
06048F51KI,42,F,"  1,046,048 ",7/12/2018
80599N43NE,27,F,"  1,021,048 ",11/16/2017
56264J87AT,50,M,"  991,794 ",4/30/2019
85284U91SF,54,M,"  1,538,984 ",7/24/2018
80181G27UP,51,F,"  1,956,386 ",1/12/2018
96109O44RZ,58,M,"  1,833,907 ",4/15/2018
97010P88YS,31,M,"  790,232 ",8/31/2018
33876R71AI,48,M,"  1,410,276 ",4/11/2018
14377E84RY,56,F,"  1,704,265 ",5/3/2018
48975Z76WZ,64,M,"  1,674,688 ",5/15/2018
92806A68KP,29,M,"  1,287,038 ",7/23/2018
68429O12WI,54,M,"  1,539,814 ",6/28/2018
93767J46OB,34,M,"  616,678 ",2/19/2018
75732I92OZ,59,M,"  552,477 ",3/21/2017
19347W83BF,53,F,"  1,659,752 ",7/22/2017
94383D71JF,40,F,"  1,210,010 ",1/25/2019
24565V15CL,56,M,"  1,473,354 ",1/30/2019
80989I99HQ,25,M,"  885,353 ",5/5/2019
25134S97WM,31,M,"  1,273,087 ",1/14/2019
17076E93CH,62,F,"  1,420,650 ",4/16/2019
44563X19UV,51,F,"  811,610 ",6/20/2019
54122T58WM,46,M,"  1,130,372 ",6/13/2019
41114B67MR,36,M,"  1,286,244 ",6/30/2018
58195E05PN,35,M,"  1,485,242 ",3/22/2019
80773X05HO,32,M,"  1,090,243 ",11/5/2017
60639B62TY,63,M,"  894,954 ",5/31/2018
24556E00FJ,63,M,"  784,186 ",6/30/2018
05933Q76RQ,39,F,"  1,485,350 ",7/1/2018
67949W21KK,54,M,"  1,893,039 ",1/25/2017
76958S53WI,49,F,"  1,411,274 ",5/2/2018
21352T56KT,33,M,"  1,236,084 ",6/21/2018
44950C76GG,53,F,"  1,354,591 ",3/18/2018
65780E27VG,41,F,"  1,583,074 ",10/7/2018
10739W34KB,65,M,"  378,506 ",1/26/2017
53162M83IX,35,M,"  637,643 ",4/3/2018
17574P08XE,56,M,"  654,724 ",1/26/2018
94624S93SM,62,F,"  512,498 ",10/24/2017
74220Q75NP,53,F,"  507,104 ",6/20/2018
08544D18CP,62,M,"  1,182,463 ",3/28/2017
57607E52CK,29,F,"  998,857 ",7/26/2018
76255Y29KB,49,F,"  1,057,793 ",9/18/2018
35630A29MP,50,F,"  1,501,778 ",3/30/2018
85666P10AD,43,F,"  1,348,707 ",2/23/2019
54503E93CX,43,F,"  1,142,307 ",3/31/2018
71494Y82IB,59,M,"  799,665 ",5/20/2019
81577S66XL,64,F,"  1,531,555 ",2/16/2017
83394M60BB,65,F,"  747,504 ",5/30/2018
79730A01KD,45,F,"  1,072,600 ",3/19/2018
43689U79AK,65,F,"  888,621 ",7/30/2018
63434V26GT,64,F,"  523,648 ",11/2/2018
32242Q09ZH,65,F,"  1,174,763 ",4/20/2019
56906R44UQ,63,F,"  1,683,893 ",4/13/2018
80861D39OW,42,M,"  1,362,679 ",5/29/2018
35861B37GW,55,M,"  429,402 ",8/17/2018
87950F46HG,36,M,"  1,607,219 ",4/16/2019
68853P90GT,65,M,"  884,046 ",3/19/2019
31880G40HE,34,F,"  818,416 ",4/28/2019
68282N33CA,56,F,"  903,627 ",6/19/2018
44047V82WK,57,F,"  880,770 ",11/30/2016
68638M64VN,63,F,"  717,796 ",4/11/2018
82038I66LR,45,F,"  1,526,403 ",7/1/2018
63994X60OR,44,F,"  1,231,007 ",11/1/2018
10332O20VF,46,F,"  1,362,469 ",4/12/2018
94918E03HD,52,F,"  1,366,983 ",2/26/2019
27003J65ON,33,F,"  831,776 ",4/7/2018
41639I19JN,29,F,"  1,071,123 ",6/13/2018
62905R82PL,48,F,"  1,543,361 ",10/1/2017
00631O77VI,59,F,"  1,703,516 ",5/11/2019
59041P43GG,63,M,"  649,187 ",9/25/2017
62833Q18PD,32,F,"  904,230 ",4/2/2019
99518D18MW,30,M,"  709,054 ",8/30/2017
56823P68BP,31,F,"  604,072 ",3/2/2019
15481K81WM,64,M,"  333,731 ",3/19/2018
30401R62XR,55,F,"  672,447 ",3/14/2017
48886S12LA,33,F,"  1,051,632 ",4/4/2019
46989G87YZ,34,M,"  1,038,239 ",8/17/2017
30463A05IL,55,F,"  878,487 ",9/26/2018
51230I79GU,41,M,"  1,072,021 ",5/23/2018
57363J41FI,32,F,"  649,179 ",9/28/2017
50298M05CI,47,M,"  1,826,514 ",4/18/2018
50996Z69RJ,29,M,"  1,330,627 ",12/9/2018
34933M79OO,40,M,"  1,164,559 ",6/5/2019
43713L29CK,37,F,"  1,336,022 ",6/16/2019
87782F20SQ,29,M,"  661,930 ",3/16/2019
30426T23VG,62,M,"  494,557 ",5/7/2019
16751C58VE,50,M,"  1,412,092 ",3/22/2018
12960Z83YE,32,F,"  980,510 ",4/5/2018
03655O40GY,53,F,"  311,051 ",5/24/2019
84887P83BY,56,F,"  803,441 ",2/28/2019
45671L94BH,51,M,"  451,889 ",3/20/2019
22286E27LU,50,M,"  1,852,688 ",10/24/2018
91851P77MK,39,M,"  1,940,795 ",7/4/2018
05254Q45QC,47,M,"  1,609,560 ",5/1/2017
13713Z88ED,62,M,"  1,390,493 ",6/5/2017
32065F58MW,54,M,"  635,565 ",12/15/2018
47895C79RY,25,M,"  852,620 ",12/8/2018
37040E58UZ,48,F,"  908,474 ",3/31/2019
11692M26DT,35,F,"  1,011,474 ",4/5/2019
84176W09BU,35,M,"  1,030,882 ",10/24/2018
79881P28UO,27,F,"  626,226 ",3/13/2019
08161L50NR,36,M,"  1,861,005 ",10/12/2018
93603A09SE,63,F,"  761,795 ",7/21/2018
68896C35CK,47,M,"  1,454,265 ",5/31/2018
23531Q50JR,58,M,"  1,545,858 ",12/15/2018
33001L87UC,59,F,"  1,619,831 ",1/30/2017
44831Z81KO,32,F,"  1,070,673 ",6/26/2017
92830X61VG,28,M,"  618,460 ",2/10/2017
77606S27LH,52,M,"  687,126 ",7/21/2018
62185Q56MO,59,M,"  496,662 ",9/28/2018
03563P82AE,26,M,"  804,921 ",3/13/2019
71895M01XR,39,M,"  971,707 ",5/27/2017
17237G37QP,57,M,"  1,745,242 ",4/28/2018
76548I24YH,60,F,"  1,645,440 ",8/4/2017
85848B88UN,61,M,"  1,987,591 ",4/17/2017
31129R80PO,29,M,"  1,471,689 ",11/9/2018
63133G62GS,64,M,"  1,492,269 ",1/22/2019
08085O62LL,64,F,"  636,165 ",8/5/2018
76371F68GK,35,M,"  905,731 ",5/15/2017
19148H51WK,53,M,"  1,124,879 ",9/11/2018
00663H97CA,60,F,"  646,477 ",5/21/2018
23306L62FE,50,M,"  1,303,584 ",4/22/2019
04083Y07IN,29,F,"  991,720 ",3/23/2018
96166T63ND,31,M,"  725,314 ",4/17/2019
88414H61UW,42,M,"  1,776,728 ",10/6/2018
57586O83AE,63,M,"  1,556,048 ",7/28/2018
97912P71FV,36,M,"  1,684,447 ",11/18/2018
97068W39AB,33,M,"  1,183,791 ",11/22/2018
77120C54KR,61,M,"  830,283 ",11/15/2018
50897L95CR,30,F,"  796,703 ",4/3/2019
20164W34UM,25,F,"  746,249 ",7/26/2017
92767L94ZE,29,M,"  912,746 ",2/2/2019
89364O03EU,41,F,"  1,349,582 ",11/23/2018
38919G16BH,32,M,"  1,003,332 ",6/26/2019
01247J74XU,55,M,"  312,847 ",11/20/2018
78901M37GH,40,M,"  1,832,415 ",6/13/2017
77165D49IQ,55,M,"  1,768,046 ",8/11/2018
23224L78VL,59,M,"  880,985 ",9/10/2018
20949N96VY,25,F,"  708,304 ",3/13/2019
20677U64KL,42,F,"  1,279,301 ",9/8/2017
88732N99OA,43,F,"  866,420 ",3/13/2018
83546H96OK,45,F,"  1,245,324 ",6/9/2018
98538Q60UN,49,F,"  1,241,770 ",11/23/2018
06039U29FI,58,M,"  520,473 ",12/28/2017
82389R82SB,38,F,"  1,549,300 ",9/3/2018
26432C41XR,35,M,"  1,491,459 ",3/11/2018
06697P73SW,33,M,"  1,256,361 ",8/26/2018
82220P45IS,47,F,"  1,500,161 ",11/12/2017
28475B22BZ,30,M,"  1,244,708 ",2/24/2018
44564I04CS,30,M,"  809,133 ",1/2/2019
10121X40HG,26,M,"  953,056 ",7/25/2018
69463P18TY,47,F,"  1,109,013 ",4/18/2019
53379S75LD,30,F,"  1,111,981 ",10/12/2017
61631G09DS,35,F,"  1,031,816 ",6/13/2019
60361U20DA,32,M,"  1,101,907 ",1/27/2017
29192F13SE,44,M,"  1,720,108 ",7/3/2017
61762X16WP,55,M,"  1,001,813 ",1/21/2017
95357A18WY,27,M,"  959,379 ",5/26/2018
10378B50CG,60,F,"  1,844,698 ",3/26/2017
10925U74YP,58,M,"  1,733,221 ",4/15/2019
27610M40GB,47,M,"  1,675,562 ",7/5/2018
33000R31FP,38,F,"  1,542,236 ",12/28/2017
47992S79UO,46,M,"  1,822,474 ",5/23/2019
74334B52IG,51,F,"  1,862,981 ",8/10/2018
78517T35YE,36,F,"  914,701 ",5/22/2018
76650C04RC,31,M,"  1,408,675 ",4/14/2018
44569K99GL,48,M,"  1,796,635 ",4/22/2019
57076I87DA,30,M,"  736,787 ",7/7/2018
52399T92EE,33,M,"  1,270,960 ",3/23/2019
44494M89VV,61,M,"  591,833 ",5/14/2019
61196K33PU,42,F,"  1,068,029 ",5/6/2017
54152F41OM,63,M,"  730,969 ",11/16/2018
63028M35ND,49,M,"  1,870,178 ",1/8/2019
49632Y17RC,65,M,"  1,112,312 ",7/16/2018
15093Q21KZ,54,M,"  1,885,091 ",6/12/2019
02674U43IX,47,F,"  1,544,989 ",6/18/2017
41597R50JC,56,M,"  1,619,508 ",9/25/2018
93620T31BL,35,M,"  909,882 ",12/18/2018
76376Q97JH,56,M,"  908,134 ",11/30/2018
80212L67AH,65,M,"  1,019,615 ",6/16/2018
63822Z86XF,44,M,"  1,940,871 ",6/7/2019
74093E84VC,48,M,"  829,784 ",2/28/2019
61720T21FM,40,M,"  942,250 ",2/16/2018
14255K45AI,50,M,"  1,565,293 ",12/27/2016
55234V19AK,43,M,"  1,079,535 ",3/27/2018
76300E02CU,61,M,"  649,484 ",3/20/2018
40544M38XI,64,F,"  717,715 ",3/10/2018
92368P87MM,28,F,"  559,012 ",8/23/2018
41948L85WL,65,M,"  1,872,603 ",3/19/2019
71802B88VK,47,F,"  1,050,131 ",6/18/2017
39716L41OY,32,M,"  1,032,403 ",4/19/2018
46185A09AH,56,F,"  1,819,448 ",2/25/2018
60639J46VL,42,F,"  1,201,808 ",7/23/2018
57316C44ZB,41,F,"  1,222,160 ",5/29/2018
90185T85MI,41,M,"  1,893,074 ",7/12/2018
40284Y15UB,41,F,"  1,567,778 ",2/22/2018
30436L56UU,43,F,"  1,585,978 ",2/21/2018
29853O20RL,32,M,"  1,495,295 ",2/5/2017
77601U06HR,33,F,"  896,657 ",8/29/2018
68137D24FP,39,M,"  994,786 ",5/30/2019
08550A67HW,39,M,"  1,251,566 ",6/6/2018
45293S56IX,46,M,"  1,882,391 ",8/23/2018
03031O08GI,63,F,"  1,039,932 ",12/25/2017
04001M33XU,57,F,"  1,811,437 ",11/17/2018
86310C34FM,56,M,"  999,165 ",3/25/2018
86957P27SA,54,M,"  1,642,360 ",5/18/2019
00964D19EH,43,M,"  1,910,028 ",4/16/2018
12253U38LC,56,F,"  1,422,407 ",2/1/2019
39441D35EE,55,M,"  370,397 ",2/1/2017
45927P45YF,40,M,"  1,189,023 ",5/6/2018
79945K91JF,32,M,"  1,268,383 ",1/20/2017
73010W31NT,29,M,"  897,908 ",5/25/2019
19125R90QF,56,M,"  770,852 ",3/1/2019
10879I70ZL,26,M,"  1,411,905 ",1/11/2018
70282T35VD,45,M,"  1,684,342 ",9/17/2018
13418H58SF,30,M,"  784,617 ",9/16/2018
20988Y26DG,40,F,"  1,169,918 ",5/13/2018
38779J02AB,48,F,"  1,332,639 ",8/17/2018
16251Y92TH,29,M,"  1,357,324 ",3/17/2019
18033F21EU,62,M,"  621,033 ",10/17/2016
83727E71IY,53,M,"  1,438,543 ",2/4/2017
90932Q09JD,59,M,"  535,849 ",8/21/2018
26449L80IN,57,M,"  1,974,873 ",3/25/2018
81185B81VZ,65,M,"  1,691,275 ",3/31/2018
51372H68PH,60,F,"  721,593 ",5/11/2017
76498B36BN,56,M,"  1,393,215 ",3/11/2019
60958I91BS,57,F,"  1,691,070 ",11/18/2017
21292I69EV,34,F,"  617,671 ",2/10/2019
79560D02AQ,40,M,"  964,374 ",10/8/2017
08543L32ZS,64,M,"  419,477 ",9/5/2018
88679H05RM,51,M,"  1,820,301 ",5/1/2019
21302S04ID,57,F,"  1,765,606 ",10/12/2018
41213C29GV,65,M,"  1,345,042 ",7/16/2018
06890K11RR,33,F,"  808,362 ",10/18/2018
66164F83AB,47,M,"  889,687 ",4/14/2018
16465Q14CZ,40,M,"  1,914,374 ",1/3/2019
10358A82LB,30,M,"  1,082,578 ",5/12/2019
22304F22DP,42,F,"  834,416 ",1/29/2019
49316U41MX,36,F,"  996,462 ",3/27/2017
25449A91KQ,36,M,"  1,573,289 ",5/30/2019
57120J24ZZ,26,F,"  906,615 ",5/21/2018
88091R53ED,54,F,"  1,441,897 ",8/3/2018
77830J86SP,41,F,"  1,052,163 ",3/27/2018
87967Z04QK,55,M,"  1,022,695 ",6/29/2019
33598S04CX,29,M,"  957,794 ",9/1/2018
36552A93OK,61,M,"  1,448,496 ",5/13/2019
88126K26WQ,29,F,"  1,044,436 ",5/27/2018
19015M10UC,33,F,"  575,105 ",7/17/2018
21608X76JZ,45,F,"  858,056 ",2/28/2018
27305T82LZ,58,M,"  826,082 ",3/6/2017
66396T64XK,63,F,"  1,896,635 ",2/25/2018
75211A40TY,25,M,"  719,790 ",9/14/2018
97184G55RP,43,M,"  1,247,036 ",7/4/2018
14004H22UM,54,F,"  731,028 ",7/11/2018
68069V23JA,30,F,"  1,072,096 ",2/25/2018
38563A38OE,44,F,"  1,099,458 ",10/24/2016
66417Y49NZ,31,M,"  869,167 ",11/24/2018
32418O55OG,37,M,"  1,307,013 ",11/30/2018
06263P82KS,28,F,"  682,685 ",10/18/2018
06944B99XW,36,M,"  1,068,536 ",1/31/2019
42470K77EV,45,M,"  1,177,193 ",3/23/2017
26221B83RK,37,F,"  1,323,545 ",11/11/2018
98548S33MY,36,F,"  800,873 ",5/22/2018
98953Y57MM,53,F,"  995,761 ",3/5/2017
94882V39WK,29,M,"  1,200,990 ",5/11/2018
44572A94DH,58,F,"  826,938 ",8/5/2018
09794Y31IL,26,F,"  501,567 ",10/8/2018
19055O70UH,45,M,"  1,127,275 ",6/23/2017
03785N74IL,38,F,"  1,305,814 ",7/18/2018
60495H66FB,51,F,"  618,339 ",3/10/2018
35652T70VZ,25,F,"  537,514 ",5/19/2019
04939U70EN,40,M,"  1,757,176 ",6/28/2018
02932E19KO,43,M,"  1,583,877 ",2/16/2018
78576I54ZY,63,F,"  1,692,123 ",11/26/2018
66074V14LI,51,F,"  1,113,020 ",12/4/2018
69189I10TP,55,F,"  1,597,816 ",4/6/2018
47258C28VY,65,M,"  1,246,961 ",10/6/2018
71434Z39QO,33,M,"  1,471,742 ",3/11/2019
66219D44HV,31,F,"  801,964 ",1/18/2017
29627P26GF,40,M,"  1,593,665 ",9/11/2018
95883F30FE,56,M,"  1,444,117 ",9/12/2017
66145X69KU,37,M,"  917,447 ",4/22/2019
73288F80NA,25,F,"  1,092,255 ",9/18/2018
34532G75JG,42,F,"  1,134,331 ",3/1/2018
86880F82CI,36,M,"  884,046 ",8/24/2018
49717E25XD,52,M,"  1,078,719 ",12/17/2018
64120G33MQ,44,F,"  1,513,797 ",8/12/2018
57946I71RS,63,F,"  877,068 ",10/3/2018
70604C72HH,30,M,"  880,882 ",2/19/2018
97359Z70GV,45,F,"  1,223,671 ",3/17/2017
17152W69JX,52,F,"  951,449 ",2/22/2017
29969R90UZ,59,M,"  1,529,179 ",4/3/2018
47298S04BP,38,F,"  964,875 ",8/31/2018
83888Z49AG,33,F,"  974,847 ",4/15/2018
10392M59CY,46,M,"  1,004,401 ",2/27/2017
14225G75WY,62,F,"  1,552,085 ",5/22/2017
23978S01BF,36,F,"  1,335,074 ",10/11/2018
22042I18OS,64,F,"  484,685 ",9/10/2017
55014D33EJ,57,M,"  1,590,718 ",6/16/2019
14231C37OR,65,M,"  509,339 ",5/18/2018
47448T59DD,60,M,"  901,919 ",3/7/2018
48677L02NF,54,M,"  1,989,774 ",7/1/2018
13958M30WQ,61,M,"  1,412,359 ",4/1/2018
72891Q93WM,36,M,"  1,182,342 ",11/12/2018
89051O09EH,51,F,"  1,824,096 ",3/14/2018
17910P25VH,30,F,"  957,108 ",3/18/2018
80830Z13WR,54,M,"  1,604,316 ",1/17/2018
76166R78PM,51,F,"  853,633 ",8/25/2017
79120M72UT,44,F,"  1,358,540 ",8/12/2018
59691Y46SI,45,M,"  818,823 ",9/16/2018
23962L09QD,34,M,"  1,417,065 ",2/19/2019
76968L12ZV,62,F,"  523,261 ",10/11/2016
22140Q66OQ,43,F,"  1,155,678 ",6/7/2017
90090U85AM,39,F,"  1,398,027 ",10/1/2018
35962U28WO,59,M,"  1,191,755 ",1/28/2019
00003N54DJ,26,M,"  1,298,567 ",9/8/2018
71449X59WS,65,F,"  734,816 ",11/4/2018
41445P04QE,65,F,"  1,550,477 ",8/17/2018
67022N97JC,43,F,"  988,957 ",1/1/2019
38072M51ZW,31,M,"  799,801 ",4/13/2017
09640E20WY,33,F,"  774,462 ",5/28/2019
44729Z52XL,42,F,"  1,321,986 ",1/16/2019
93950Z90HX,35,F,"  1,153,709 ",4/27/2019
68639I14LI,37,M,"  1,732,769 ",6/6/2017
65383R30LN,43,M,"  1,877,692 ",7/26/2018
48057O84BR,27,M,"  840,431 ",2/23/2019
16117N52VY,63,M,"  1,288,008 ",3/29/2018
42710D47LF,55,F,"  1,201,434 ",2/21/2018
56258B78SU,26,F,"  831,568 ",1/31/2018
94263T00TV,26,F,"  1,026,078 ",3/4/2019
41867N08JM,30,F,"  983,370 ",7/7/2017
04377Q58SI,37,M,"  1,993,253 ",3/8/2018
19217E58FN,65,M,"  774,290 ",4/10/2017
98830T56WL,38,M,"  1,248,365 ",5/26/2018
89973J90RW,34,F,"  935,467 ",6/13/2018
27654K53EW,28,M,"  636,460 ",11/25/2018
11259V48DW,53,M,"  1,215,214 ",8/5/2017
03783R30YX,57,M,"  1,123,257 ",12/1/2017
45061I52XL,39,F,"  1,565,100 ",7/25/2018
56933N33MH,38,M,"  1,862,259 ",5/13/2018
93261N57PY,40,F,"  858,916 ",8/7/2018
96044L40PI,37,M,"  1,880,819 ",7/20/2018
33901L87HK,56,M,"  1,452,601 ",12/23/2018
20141Y61NV,57,F,"  1,013,389 ",11/7/2016
98154E18SU,45,F,"  1,410,672 ",7/30/2018
14897S74SI,30,M,"  1,477,621 ",4/3/2018
49040D86QI,40,M,"  1,575,301 ",4/8/2019
34264C33GZ,63,F,"  948,201 ",4/7/2019
23102V03RG,49,M,"  1,423,960 ",2/19/2017
67299R74NR,29,M,"  1,240,615 ",11/8/2018
79817I81LJ,60,M,"  1,955,406 ",11/12/2017
02962R85PN,42,M,"  1,335,345 ",5/31/2019
10043L30BO,36,F,"  847,696 ",2/16/2018
19605G17JM,39,F,"  1,333,655 ",3/11/2019
99291C79CG,26,M,"  1,307,080 ",4/21/2017
62212S93IA,26,F,"  503,442 ",4/5/2018
70807H30IP,53,F,"  1,335,480 ",9/28/2018
06693V32CK,28,F,"  769,976 ",5/19/2018
47834S81RY,54,F,"  665,915 ",8/17/2018
81075A92YO,52,M,"  1,671,827 ",4/19/2017
01151C56JP,29,M,"  1,392,299 ",9/6/2018
00518Z63XE,46,M,"  1,070,574 ",8/20/2018
63959E68GK,50,M,"  1,569,995 ",11/14/2017
01737T91DI,35,F,"  535,957 ",12/8/2018
73858J85NJ,49,M,"  1,395,628 ",4/25/2018
98259H11UH,31,M,"  1,204,788 ",2/21/2018
03372U11VD,37,F,"  1,248,819 ",6/7/2017
57955O37RG,39,M,"  833,289 ",3/9/2019
95058W52SH,58,M,"  889,800 ",5/22/2019
58065M27AM,49,M,"  1,131,450 ",3/11/2019
07200P37LO,46,M,"  1,608,673 ",9/15/2017
10418V88XV,31,M,"  907,546 ",11/5/2017
82549O79ZA,62,M,"  881,081 ",6/24/2019
83796D83FY,58,M,"  1,057,337 ",6/6/2019
98958A73KG,54,M,"  1,249,888 ",7/10/2018
47587X90DW,39,M,"  1,890,773 ",1/18/2017
85651X31YW,49,F,"  1,479,284 ",12/10/2018
81848A14NV,30,M,"  714,546 ",1/18/2019
09558J50TU,45,M,"  1,010,800 ",2/15/2019
55135F31DR,44,F,"  1,294,126 ",10/10/2017
46106R79WF,41,F,"  1,196,990 ",5/19/2019
04967X64DC,64,M,"  1,714,456 ",2/26/2017
58838D25YQ,43,F,"  1,259,797 ",11/6/2016
02153V81VM,26,F,"  896,964 ",3/26/2019
30164G89RB,42,F,"  1,150,322 ",5/21/2017
87875W25SK,30,F,"  938,764 ",10/15/2016
66672L74NF,25,F,"  1,185,131 ",3/3/2017
36132O99MA,46,F,"  1,339,158 ",8/20/2018
01276Z14OT,48,M,"  1,421,563 ",9/4/2018
01747O44AT,25,F,"  668,827 ",10/28/2018
68548P62YW,50,F,"  1,134,763 ",6/26/2018
84183T86CL,47,F,"  1,507,674 ",2/28/2019
96107T79FI,27,M,"  798,942 ",2/11/2018
30596W84VJ,31,M,"  869,647 ",6/11/2019
62341F52LQ,27,M,"  1,218,555 ",4/12/2018
04942L31VA,64,F,"  1,453,644 ",10/16/2018
51836F13GB,28,M,"  750,438 ",10/23/2018
39387L49LV,42,M,"  1,326,829 ",6/30/2018
62994F69JZ,41,M,"  1,960,592 ",5/27/2018
35530U51HT,29,F,"  865,350 ",6/10/2019
80941S99WG,64,F,"  1,243,294 ",11/30/2018
89888F00TO,33,M,"  1,184,593 ",4/16/2018
63139K56FT,48,M,"  1,013,842 ",2/8/2018
87016I53VC,38,F,"  1,064,540 ",4/6/2018
51249F35PX,53,M,"  1,598,811 ",10/2/2018
13609X44GB,44,M,"  1,422,046 ",5/4/2018
85796O35ZU,27,F,"  1,170,172 ",10/7/2018
73788M19RH,33,F,"  1,089,624 ",3/25/2019
13509T96DZ,50,F,"  1,257,766 ",3/9/2018
25150J39SG,59,F,"  1,223,639 ",4/10/2018
31788W64FO,52,M,"  969,831 ",6/23/2018
49068P04MO,57,M,"  917,412 ",8/10/2018
67496T96UB,31,F,"  650,651 ",5/1/2018
87602A14VG,60,F,"  1,638,988 ",10/14/2017
89757O72EQ,61,F,"  1,338,183 ",5/23/2018
32666H17OJ,30,F,"  821,017 ",12/2/2016
86552M25XQ,36,M,"  1,898,681 ",3/9/2019
62509I52LL,49,F,"  1,594,723 ",12/9/2016
56566D94KR,33,M,"  675,501 ",5/6/2018
87906V23TJ,41,M,"  1,076,274 ",11/15/2018
66354A25KR,56,F,"  974,381 ",12/7/2018
86826T85ZY,43,F,"  1,058,982 ",7/7/2018
44754O60ED,56,M,"  1,634,008 ",5/2/2018
98729J27VL,39,M,"  1,288,117 ",12/20/2018
17647B55GZ,58,M,"  1,687,453 ",4/29/2018
38990C51NE,48,M,"  1,785,343 ",2/23/2019
26973L59TJ,32,M,"  999,348 ",10/15/2018
37138J79AO,35,F,"  514,380 ",2/22/2018
01940X76OP,29,F,"  882,966 ",2/7/2019
71172E43LL,52,M,"  1,910,677 ",6/18/2018
81785D97GS,44,M,"  1,520,849 ",11/2/2017
18309T09DV,52,M,"  1,592,978 ",4/26/2018
26884V50ZH,64,F,"  614,085 ",7/17/2018
96504O09AH,30,F,"  1,160,992 ",11/25/2017
09303H94WD,57,M,"  1,149,286 ",6/10/2019
10505T90FW,44,F,"  963,178 ",1/4/2019
53989G02TV,33,F,"  869,741 ",5/30/2018
84103Y94MD,32,M,"  1,379,456 ",10/5/2018
68888X37PK,53,M,"  740,047 ",10/8/2016
22445K50JB,56,F,"  580,157 ",9/9/2018
66314N04NK,54,M,"  1,784,326 ",2/12/2018
92213N26QB,26,M,"  1,074,361 ",5/11/2018
24496J62YH,63,M,"  1,750,606 ",6/25/2018
74598W44BA,55,M,"  1,391,256 ",11/17/2018
54285O17VR,36,F,"  1,306,396 ",11/14/2017
91758G44FS,56,F,"  1,886,343 ",3/4/2018
33037U16DA,44,F,"  1,168,791 ",5/28/2018
24926Y64HW,59,M,"  1,344,229 ",6/29/2017
