ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,,,,,
48725S92LT,31,M,"160,006",23,1,,,,,
48732K53ES,57,F,"427,853",276,0,,,,,
48740N80VY,39,M,"456,246",273,1,,,,,
48742C55UP,39,M,"258,791",107,0,,,,,
48742P84PY,45,M,"452,338",377,1,,,,,
48744J56KS,48,F,"477,717",266,0,,,,,
48746N78QB,41,F,"478,600",61,0,,,,,
48747D12MI,34,M,"225,805",98,1,,,,,
48748V78UA,40,M,"238,873",379,1,,,,,
48750F09NG,37,M,"103,281",328,0,,,,,
48750R54TS,44,F,"393,688",224,1,,,,,
48751Y93BI,28,M,"121,313",436,1,,,,,
48760X76FI,56,M,"324,521",213,1,,,,,
48763A81DR,57,F,"268,243",198,0,,,,,
48763M94LY,52,F,"318,397",502,1,,,,,
48766M75OS,40,F,"292,411",357,0,,,,,
48774R52QB,42,F,"724,971",302,1,,,,,
48774S17XB,52,M,"474,029",275,0,,,,,
48777E33SL,50,F,"472,733",238,1,,,,,
48779P97ZC,47,F,"672,805",493,1,,,,,
48780E89BU,44,M,"471,777",403,1,,,,,
48782A73PP,26,M,"125,452",801,1,,,,,
48782L32JT,62,M,"304,875",911,0,,,,,
48782T37OQ,25,M,"234,881",623,1,,,,,
48784M13UU,36,M,"305,796",295,1,,,,,
48786M58FC,58,F,"406,421",985,1,,,,,
48787E97QY,30,M,"264,220",2,1,,,,,
48788A34VD,65,F,"201,072",488,1,,,,,
48789J98YZ,28,M,"229,855",211,0,,,,,
48791M19CW,37,M,"364,271",111,1,,,,,
48791N11UE,49,M,"601,816",317,0,,,,,
48796N08GC,38,M,"573,075",218,1,,,,,
48799V74BX,34,F,"406,860",340,1,,,,,
48800Y19PH,37,M,"544,376",567,0,,,,,
48803G22TW,27,F,"387,440",292,1,,,,,
48804B79JE,54,M,"360,593",450,1,,,,,
48805B69BR,30,M,"182,839",987,1,,,,,
48810D89IB,65,F,"166,877",403,1,,,,,
48810Z25OI,27,F,"317,267",308,1,,,,,
48812C90PZ,46,M,"280,783",483,0,,,,,
48815L66NY,61,M,"424,842",551,1,,,,,
48817X04OP,50,F,"348,675",89,0,,,,,
48818Y43FS,54,F,"530,229",414,1,,,,,
48826Q90BX,25,M,"256,419",448,1,,,,,
48828B87PD,25,M,"226,644",221,0,,,,,
48829C79WD,41,M,"395,823",439,1,,,,,
48832P13YB,39,M,"102,923",422,0,,,,,
48832R53EA,33,F,"445,534",301,0,,,,,
48834B59IW,33,M,"287,632",366,1,,,,,
48834Q39TC,56,M,"339,394",688,1,,,,,
48840B44CK,53,F,"355,088",368,0,,,,,
48842G10ZX,55,M,"518,245",338,1,,,,,
48846O29BL,61,M,"395,668",330,1,,,,,
48847A21ZT,64,F,"293,613",285,0,,,,,
48854Y68BJ,45,M,"647,547",43,0,,,,,
48856D76TS,34,M,"104,981",351,0,,,,,
48856O76TU,37,F,"687,040",931,1,,,,,
48859A70VI,53,M,"598,308",316,1,,,,,
48859L61XD,60,M,"559,617",930,0,,,,,
48859Q40DD,30,M,"156,612",169,0,,,,,
48863U27TS,28,F,"382,692",390,1,,,,,
48867R81YY,55,F,"151,376",782,1,,,,,
48871T15UG,37,M,"585,893",786,1,,,,,
48880A08ZB,52,F,"120,261",425,0,,,,,
48880V53HG,30,F,"496,864",193,1,,,,,
48882K73UT,34,F,"205,659",56,0,,,,,
48890U02HP,39,F,"369,077",897,0,,,,,
48892D49RC,34,M,"261,117",318,1,,,,,
48892E62PC,62,F,"333,101",175,1,,,,,
48893J74RL,62,M,"501,892",362,0,,,,,
48897P65GE,44,F,"495,957",169,0,,,,,
48900D98AY,64,M,"583,752",210,0,,,,,
48903A71FF,49,M,"770,160",601,0,,,,,
48903K50HC,62,F,"353,752",237,1,,,,,
48904D46WU,53,M,"185,672",402,1,,,,,
48906A35JP,32,M,"278,793",174,0,,,,,
48906G17YK,38,F,"404,789",221,0,,,,,
48910O78GC,26,F,"398,549",427,0,,,,,
48912X46TT,50,M,"283,390",345,0,,,,,
48913Y27EK,27,F,"311,485",276,1,,,,,
48915L25WD,29,F,"467,280",331,0,,,,,
48915X64QW,46,M,"453,629",251,1,,,,,
48919E49RR,53,F,"417,264",888,1,,,,,
48920M94OD,44,F,"330,827",421,1,,,,,
48921N88HL,41,F,"301,739",785,0,,,,,
48928U77RT,59,F,"397,672",104,1,,,,,
48932K35TY,62,F,"515,963",278,0,,,,,
48941Y75OH,28,F,"267,787",496,1,,,,,
48944Q88TV,29,F,"297,427",378,1,,,,,
48945S49LE,42,F,"365,048",462,1,,,,,
48946A91LY,32,M,"166,920",102,1,,,,,
48947K45JJ,32,F,"432,749",247,1,,,,,
48947K53KR,25,F,"466,797",63,0,,,,,
48948E87OY,36,M,"442,061",372,1,,,,,
48948Z25KJ,48,M,"629,765",434,1,,,,,
48950A02OX,47,F,"638,973",363,1,,,,,
48951D17JX,53,M,"224,388",270,0,,,,,
48953G90FY,47,F,"647,504",232,0,,,,,
48957J16ZA,51,F,"274,165",299,0,,,,,
48964O50MT,46,F,"396,251",459,1,,,,,
48968C33AJ,39,M,"112,582",347,0,,,,,
48970B47VQ,47,M,"183,367",328,0,,,,,
48971C05DW,42,M,"448,584",12,0,,,,,
48971J31DF,60,M,"729,404",131,0,,,,,
48975A45IW,55,F,"532,573",74,0,,,,,
48981F33PQ,52,F,"81,075",380,1,,,,,
48981G93NW,46,M,"399,751",307,0,,,,,
48986S81XS,56,F,"123,435",206,0,,,,,
48987T21AW,49,M,"151,207",113,1,,,,,
48990L65DA,39,M,"108,126",381,1,,,,,
48991J41LO,33,M,"167,425",134,0,,,,,
48994D60XC,40,M,"455,925",475,1,,,,,
48996L54CM,25,M,"181,722",109,0,,,,,
49000J35EY,36,F,"493,101",331,1,,,,,
49001L34FA,52,M,"439,801",22,0,,,,,
49003B23BV,46,F,"682,400",450,1,,,,,
49011S34RA,55,F,"358,829",408,1,,,,,
49014T77YP,27,F,"454,388",451,1,,,,,
49015V23RR,61,M,"155,623",982,1,,,,,
49017Y77CQ,30,M,"227,944",163,1,,,,,
49023C24SH,33,M,"180,097",307,0,,,,,
49023O30GO,34,F,"271,893",341,0,,,,,
49029F52FT,56,F,"288,264",246,0,,,,,
49030R96PD,37,M,"387,646",40,1,,,,,
49034M97EP,39,M,"298,036",358,1,,,,,
49036V48LN,40,M,"322,061",314,0,,,,,
49044L06NI,47,M,"569,152",317,1,,,,,
49044Y51LV,41,M,"107,038",289,0,,,,,
49048F26LD,52,M,"227,309",327,0,,,,,
49048R08RJ,25,F,"401,541",474,1,,,,,
49051T86II,62,F,"301,016",405,1,,,,,
49052R04XA,43,M,"618,491",34,1,,,,,
49054X37TB,42,M,"397,559",7,1,,,,,
49056S33FT,30,F,"379,806",302,1,,,,,
49057Q55JG,50,M,"408,419",196,1,,,,,
49058N64LF,56,M,"662,230",233,1,,,,,
49058W73XL,38,M,"311,568",368,1,,,,,
49060J25VP,46,F,"577,493",380,1,,,,,
49061V01IY,43,F,"516,717",233,1,,,,,
49067Z35GX,54,M,"192,419",265,1,,,,,
49068C36SV,63,F,"418,003",649,1,,,,,
49073S59RN,34,M,"105,175",365,1,,,,,
49078V86NI,45,F,"653,437",463,1,,,,,
49081L47ID,61,F,"428,040",244,0,,,,,
49081M86WZ,47,F,"617,896",991,1,,,,,
49083A22DV,55,M,"555,584",283,0,,,,,
49083U98HP,50,M,"548,776",238,0,,,,,
49084I95WE,63,M,"145,114",274,0,,,,,
49091V11JX,43,M,"145,374",418,0,,,,,
49097I81SF,52,F,"199,173",248,0,,,,,
49099A46BE,40,M,"146,095",266,0,,,,,
49101A24NV,52,M,"372,616",292,0,,,,,
49102T17HR,37,F,"347,720",69,0,,,,,
49103V34MI,50,M,"457,964",286,0,,,,,
49112J16PA,62,F,"522,013",317,1,,,,,
49113J38ST,41,M,"200,340",489,0,,,,,
49115L19LR,52,F,"388,616",415,0,,,,,
49119V31SR,37,M,"787,829",308,1,,,,,
49120C64EM,39,F,"546,267",453,1,,,,,
49123G93EL,35,F,"338,955",496,1,,,,,
49128H48ZU,47,M,"270,828",311,0,,,,,
49130Y99IC,50,M,"784,253",817,0,,,,,
49132R30UF,31,F,"456,899",320,1,,,,,
49133G74AH,58,F,"347,499",261,0,,,,,
49134B27CH,53,F,"421,093",700,1,,,,,
49135F94CN,34,M,"277,610",156,0,,,,,
49136Y11WZ,36,M,"250,468",240,1,,,,,
49139G15GZ,57,M,"251,655",514,1,,,,,
49142M03UC,40,M,"114,665",390,1,,,,,
49145D42WC,40,M,"391,510",435,1,,,,,
49148D86EI,64,F,"110,328",765,0,,,,,
49151X79KX,44,F,"531,949",233,1,,,,,
49152B66VL,36,M,"158,697",320,1,,,,,
49152T34KO,52,M,"236,373",357,1,,,,,
49159Z77JH,49,M,"644,800",45,0,,,,,
49164A24BT,50,M,"165,793",409,1,,,,,
49165C19CA,52,F,"223,373",81,0,,,,,
49165N28ED,61,M,"686,896",260,0,,,,,
49169A54BM,28,F,"296,488",345,0,,,,,
49169O10CM,26,M,"259,768",1,1,,,,,
49170V22PW,33,M,"244,260",339,1,,,,,
49172Q78GR,36,F,"294,653",240,0,,,,,
49174K64RV,42,M,"382,141",473,1,,,,,
49176L25KZ,31,M,"108,445",55,0,,,,,
49178K78AN,54,F,"106,845",10,0,,,,,
49178M77BB,30,M,"207,971",566,1,,,,,
49178R54XS,53,F,"310,501",468,1,,,,,
49181O87PT,48,M,"785,771",204,0,,,,,
49183Y84SS,62,F,"209,243",490,1,,,,,
49186S96KK,35,F,"363,429",338,1,,,,,
49188Z77SK,41,M,"407,026",230,0,,,,,
49190J95JY,50,M,"364,540",274,0,,,,,
49196T20UC,36,F,"482,115",598,1,,,,,
49198E20ID,45,M,"297,691",434,0,,,,,
49200K99PQ,63,F,"306,944",488,0,,,,,
49200Z69SB,31,M,"249,758",47,0,,,,,
49202C41XK,54,F,"289,421",122,1,,,,,
49203S30TI,44,F,"294,968",456,1,,,,,
49205I93UM,49,F,"445,720",405,1,,,,,
49207L88XX,57,F,"273,085",83,1,,,,,
49212C73NK,60,F,"149,000",386,0,,,,,
49212D25YE,58,F,"308,357",279,1,,,,,
49224E50NS,33,F,"336,064",409,1,,,,,
49224S30XN,38,M,"626,467",491,1,,,,,
49225A23BF,40,M,"318,059",293,0,,,,,
49226Q29AT,52,M,"217,323",380,1,,,,,
49228D18RM,29,F,"389,622",245,0,,,,,
49230Z42SZ,63,M,"416,760",398,1,,,,,
49232E89RL,39,F,"409,621",618,1,,,,,
49233K60ND,31,M,"120,083",622,1,,,,,
49234D63GQ,55,F,"146,219",46,0,,,,,
49234P61GT,59,M,"796,673",528,1,,,,,
49235Z37HH,52,F,"226,608",259,0,,,,,
49241N23QF,61,F,"236,245",187,0,,,,,
49244U61EJ,44,F,"719,648",208,1,,,,,
49245B07LW,54,M,"174,672",291,1,,,,,
49247N44GN,30,M,"126,425",357,1,,,,,
49247V43OL,38,M,"180,510",366,0,,,,,
49249P65ML,60,M,"413,195",237,1,,,,,
49255I02PX,47,M,"571,072",457,1,,,,,
49255K35DF,27,F,"350,219",267,1,,,,,
49256E78FP,49,M,"464,190",405,0,,,,,
49256U74ZD,57,M,"266,262",12,0,,,,,
49258T81JS,49,F,"348,941",816,1,,,,,
49260T84OP,37,M,"212,954",17,0,,,,,
49262I75TW,61,F,"485,211",232,1,,,,,
49266C25PO,46,F,"292,416",847,1,,,,,
49268A95ZP,41,M,"416,280",398,1,,,,,
49269F09QS,62,F,"307,352",329,0,,,,,
49270F92KO,56,M,"240,301",935,1,,,,,
49273Y33GP,47,M,"228,361",17,0,,,,,
49278C14YQ,41,M,"100,221",354,0,,,,,
49278E52ZP,49,F,"283,133",204,0,,,,,
49284G42HH,36,M,"740,107",322,0,,,,,
49284P97ST,54,M,"384,252",214,0,,,,,
49284Z45XN,44,M,"454,282",291,0,,,,,
49285B91BB,40,F,"571,704",205,0,,,,,
49286A60LF,65,M,"532,944",118,0,,,,,
49292D98HY,52,F,"421,581",229,0,,,,,
49293R30KK,34,M,"236,098",510,0,,,,,
49295A30MC,57,F,"174,139",277,1,,,,,
49304I47MW,40,M,"118,289",139,0,,,,,
49306F01PN,45,F,"338,077",439,1,,,,,
49311Y52XR,34,M,"112,984",729,0,,,,,
49312F52KJ,35,F,"465,672",484,1,,,,,
49314P49LF,25,F,"252,864",317,0,,,,,
49318V59OH,49,M,"364,979",500,1,,,,,
49323G28GX,51,M,"177,636",656,0,,,,,
49326Z53YH,60,M,"667,523",313,0,,,,,
49327N61SH,37,F,"740,136",919,1,,,,,
49328L80DE,28,F,"433,288",402,1,,,,,
49335Q42ES,48,F,"651,280",667,1,,,,,
49336K51SE,62,M,"94,035",329,0,,,,,
49340M56HB,27,M,"268,032",459,1,,,,,
49343P75ZQ,65,M,"660,565",748,1,,,,,
49343S32QE,60,F,"325,325",442,1,,,,,
49343T18NK,36,M,"438,151",357,0,,,,,
49347S10XK,28,M,"188,546",415,0,,,,,
49347X15IL,56,M,"408,450",470,1,,,,,
49349B34ZJ,59,M,"633,270",458,1,,,,,
49352P97MK,51,M,"441,488",497,1,,,,,
49357C63UB,30,M,"250,368",254,0,,,,,
49357Z34YB,64,M,"592,931",375,1,,,,,
49358Z95IP,27,M,"144,441",480,1,,,,,
49361O69HB,26,F,"382,491",222,1,,,,,
49363C36ZS,58,M,"519,260",77,1,,,,,
49363Y77PV,32,M,"114,836",274,0,,,,,
49366G01XG,52,M,"721,169",291,0,,,,,
49366X43RD,32,M,"120,485",481,0,,,,,
49373E69HK,33,F,"452,034",262,1,,,,,
49375S37KF,53,M,"524,343",374,1,,,,,
49375V35HO,57,M,"156,301",284,1,,,,,
49376N30FU,44,M,"483,274",414,1,,,,,
49377F65EA,61,M,"592,676",415,1,,,,,
49381N87IG,46,M,"150,273",322,1,,,,,
49385Q52OQ,25,F,"163,155",236,0,,,,,
49390B99TQ,49,M,"542,803",336,1,,,,,
49392A30HY,29,M,"226,671",267,1,,,,,
49392W37FB,55,F,"153,928",496,0,,,,,
49393I71PT,60,F,"408,973",369,1,,,,,
49393R10YU,61,M,"476,055",307,1,,,,,
49398K01ZE,65,M,"707,477",34,1,,,,,
49400E76PK,59,F,"268,232",116,0,,,,,
49400T18XV,61,M,"398,053",58,0,,,,,
49401I35ZH,28,F,"345,640",30,0,,,,,
49409M75UA,63,M,"444,780",307,0,,,,,
49409N73YG,36,M,"398,571",380,0,,,,,
49409O64NH,42,M,"430,492",424,0,,,,,
49409R71WT,46,M,"777,483",12,1,,,,,
49410B84WM,30,M,"110,764",706,1,,,,,
49411M66OB,33,M,"101,831",139,0,,,,,
49411N75HB,27,F,"303,381",238,1,,,,,
49412M30BY,30,F,"169,099",244,0,,,,,
49413N92YU,41,M,"174,861",460,1,,,,,
49416G62DH,52,F,"526,491",544,1,,,,,
49417N78RV,64,F,"396,035",118,1,,,,,
49419C39CO,36,F,"320,691",194,0,,,,,
49422E66LI,48,M,"449,937",202,1,,,,,
49429W33BE,55,M,"341,275",257,0,,,,,
49435D21SH,60,F,"296,155",450,1,,,,,
49437C93EX,43,M,"293,371",348,0,,,,,
49438M25KZ,60,M,"674,339",451,1,,,,,
49441P69FY,48,M,"781,587",167,1,,,,,
49445L22DY,47,F,"580,040",219,1,,,,,
49445U42MP,32,M,"223,697",825,0,,,,,
49448E23BH,48,M,"230,640",431,1,,,,,
49448S75GV,57,F,"363,699",353,0,,,,,
49450G01UO,30,M,"186,897",366,1,,,,,
49455Z01UL,42,M,"271,016",492,1,,,,,
49456R66GI,58,M,"783,924",720,1,,,,,
49459I32GB,34,M,"114,394",506,1,,,,,
49463N41QX,61,M,"77,256",111,0,,,,,
49464K47EO,64,M,"464,334",276,0,,,,,
49467D20FN,53,F,"400,787",163,0,,,,,
49469B44CF,26,F,"230,429",236,1,,,,,
49469M97KP,33,F,"394,397",47,1,,,,,
49470J08ES,40,M,"493,654",231,1,,,,,
49471Y52KI,64,M,"530,430",418,1,,,,,
49472Y67IR,56,F,"430,803",319,0,,,,,
49473C13LA,26,M,"181,663",282,0,,,,,
49478A38DA,32,M,"207,441",51,0,,,,,
49479G06DF,26,F,"271,381",231,1,,,,,
49479J32CH,56,F,"518,760",290,0,,,,,
49490A31JB,25,F,"332,127",490,1,,,,,
49493D61BJ,65,M,"263,049",293,1,,,,,
49496T79OG,43,F,"400,741",339,1,,,,,
49501R94WH,37,M,"385,975",319,0,,,,,
49502R76LC,30,F,"368,806",224,1,,,,,
49502T55UK,54,M,"125,852",282,0,,,,,
49508R22NX,34,F,"202,667",258,1,,,,,
49510N07DD,49,M,"104,914",330,0,,,,,
49512L96JJ,35,F,"169,573",336,1,,,,,
49513B80LH,28,M,"103,752",364,1,,,,,
49513D19LW,33,M,"262,594",407,1,,,,,
49514E64MJ,51,M,"494,764",44,0,,,,,
49514M46FL,40,M,"486,703",459,1,,,,,
49520S86JH,35,F,"359,906",433,1,,,,,
49523T44CV,46,M,"289,722",153,0,,,,,
49525V44OW,34,F,"213,000",370,1,,,,,
49528X39HU,44,M,"408,262",338,1,,,,,
49533I27ZI,50,M,"372,601",483,1,,,,,
49536F77IG,39,F,"282,715",9,0,,,,,
49538P47DK,59,F,"388,141",278,1,,,,,
49538U35XP,46,M,"609,283",290,1,,,,,
49541I04IV,31,F,"461,408",376,1,,,,,
49545E06AK,40,M,"243,246",275,0,,,,,
49545R35OT,35,F,"389,925",212,1,,,,,
49549D87YW,61,F,"464,720",202,0,,,,,
49556T52IE,61,F,"512,021",574,1,,,,,
49560W23JW,64,F,"110,029",476,0,,,,,
49562V66BL,26,F,"240,912",314,0,,,,,
49571H11PV,62,F,"270,088",434,1,,,,,
49577G99MY,35,M,"169,482",120,0,,,,,
49578R69BM,29,M,"263,110",455,1,,,,,
49581P61BB,55,F,"179,520",145,0,,,,,
49583R02IB,30,F,"231,624",312,0,,,,,
49585J84BE,46,M,"573,336",691,1,,,,,
49587U33QR,35,M,"191,378",391,1,,,,,
49591G57RV,54,M,"158,729",407,1,,,,,
49596E69ID,35,M,"138,678",235,1,,,,,
49598F98JF,49,F,"464,595",107,0,,,,,
49600T34PR,53,M,"293,310",257,1,,,,,
49604Z46WT,58,F,"354,363",174,1,,,,,
49605G51KU,43,F,"295,024",134,0,,,,,
49613D20MR,42,M,"207,082",376,0,,,,,
49613P00UM,31,F,"197,795",215,1,,,,,
49614A80SG,30,F,"377,659",459,0,,,,,
49615W03LK,52,M,"432,207",146,1,,,,,
49616S64MG,56,M,"552,882",214,0,,,,,
49618K35LS,31,F,"238,179",217,0,,,,,
49622N03YH,64,M,"239,166",96,0,,,,,
49624W61QF,35,F,"302,392",443,0,,,,,
49628N06JX,37,M,"336,707",61,0,,,,,
49628X57ZK,27,M,"145,420",423,0,,,,,
49629G05WD,62,F,"277,211",385,0,,,,,
49631N19TZ,39,M,"379,144",455,1,,,,,
49631Y01XQ,30,F,"210,941",293,1,,,,,
49633T41KF,27,F,"414,259",495,1,,,,,
49638Q16ZG,36,M,"132,353",471,0,,,,,
49645I55XQ,57,M,"129,727",167,0,,,,,
49647G95BS,65,M,"496,614",658,1,,,,,
49647J59YX,63,F,"439,843",207,1,,,,,
49651S16VG,41,M,"470,749",405,1,,,,,
49652N66QI,48,M,"331,092",365,1,,,,,
49653R04LP,32,F,"424,363",409,1,,,,,
49659I94QH,48,M,"758,272",329,1,,,,,
49660B86LY,28,F,"182,536",404,0,,,,,
49660G12FC,31,F,"387,301",436,1,,,,,
49660R33RZ,64,F,"387,029",774,1,,,,,
49660X74PH,59,M,"570,265",925,1,,,,,
49662H60QR,62,M,"640,977",266,0,,,,,
49663Z54BD,60,M,"442,574",381,1,,,,,
49666L69GK,61,F,"334,389",471,1,,,,,
49669C00GE,54,F,"94,763",559,1,,,,,
49675R05PZ,43,M,"698,840",898,1,,,,,
49675V08ML,50,F,"337,803",967,1,,,,,
49677Y19GQ,36,F,"362,944",425,1,,,,,
49681K73MF,31,M,"247,989",171,1,,,,,
49685B08YR,48,M,"197,978",360,0,,,,,
49691R72VX,53,M,"197,281",196,0,,,,,
49694W01GU,63,M,"325,779",638,1,,,,,
49699W65BI,48,M,"389,334",400,0,,,,,
49701Y90IU,27,F,"225,912",374,1,,,,,
49702V48HN,60,M,"540,758",242,0,,,,,
49703R10ZX,60,M,"545,032",321,0,,,,,
49705J79RD,31,M,"150,046",981,1,,,,,
49710N64NY,34,F,"390,496",265,0,,,,,
49712L94HO,54,M,"776,881",240,0,,,,,
49712T32PB,47,M,"181,993",247,1,,,,,
49713F23YH,59,M,"456,264",85,1,,,,,
49714F63QT,44,F,"345,768",236,1,,,,,
49715G72ZF,63,M,"506,123",769,1,,,,,
49715I62IW,29,M,"269,649",265,0,,,,,
49719P99YI,38,M,"139,605",201,0,,,,,
49720S86PC,37,F,"388,165",508,1,,,,,
49720W53YI,38,M,"119,984",46,0,,,,,
49723Y67HT,39,M,"469,345",108,1,,,,,
49725U27HY,42,M,"657,357",471,1,,,,,
49730V29MZ,31,M,"117,404",532,1,,,,,
49731E83DL,45,F,"758,899",415,1,,,,,
49734N49TZ,63,F,"131,381",107,0,,,,,
49737U14PH,33,M,"212,482",254,1,,,,,
49742V42PT,30,M,"170,214",373,1,,,,,
49742Y78FT,25,M,"249,882",89,1,,,,,
49749V61CP,53,F,"148,051",227,0,,,,,
49751P89NH,42,F,"402,523",403,1,,,,,
49754G57YS,56,M,"338,100",353,1,,,,,
49755J64MB,31,F,"372,085",238,1,,,,,
49764S80IE,33,F,"472,459",333,1,,,,,
49766O99HX,55,F,"114,832",244,0,,,,,
49766V98WT,54,F,"518,989",299,1,,,,,
49767P35RL,42,F,"397,053",348,0,,,,,
49769Q68LP,51,F,"144,536",214,0,,,,,
49771D00LZ,51,F,"332,443",13,0,,,,,
49772M28CB,62,M,"644,203",264,0,,,,,
49773J07RR,57,M,"375,270",831,1,,,,,
49777T57OO,31,M,"181,827",351,0,,,,,
49785Q57XL,38,M,"778,920",633,1,,,,,
49789E56RZ,26,F,"298,577",466,1,,,,,
49791V67YJ,35,F,"429,661",285,0,,,,,
49793G22CN,25,M,"242,357",570,0,,,,,
49794A09XI,28,F,"336,824",413,1,,,,,
49794J68HC,40,F,"641,125",486,1,,,,,
49794T06HN,46,F,"484,120",861,1,,,,,
49795X07UU,26,M,"283,711",28,0,,,,,
49802H01QX,49,M,"406,077",320,1,,,,,
49802R84JY,65,M,"789,986",121,1,,,,,
49802U43FE,42,M,"111,579",274,0,,,,,
49806H31GC,45,F,"315,301",605,1,,,,,
49809I34KG,33,F,"287,024",83,1,,,,,
49810B71BY,47,M,"104,610",243,0,,,,,
49813P39XI,59,M,"201,852",205,1,,,,,
49813R38WH,30,F,"135,808",373,0,,,,,
49823F92AH,44,M,"320,649",282,1,,,,,
49828B80VF,27,M,"120,261",968,1,,,,,
49829C65BN,39,M,"403,617",208,1,,,,,
49829I04IT,43,M,"229,949",24,0,,,,,
49834D12TL,44,M,"469,969",358,0,,,,,
49838C52DL,34,F,"427,976",283,1,,,,,
49843S07NA,34,M,"277,761",408,0,,,,,
49846D98XY,52,M,"457,670",184,1,,,,,
49847S88GU,27,F,"361,551",481,1,,,,,
49849J32AS,33,F,"187,029",304,1,,,,,
49851C56IJ,57,M,"176,452",56,0,,,,,
49851Q21LG,56,F,"177,853",32,0,,,,,
49852Q69MW,42,M,"655,389",262,0,,,,,
49853L90UI,35,M,"294,621",611,0,,,,,
49853Z82DY,28,M,"156,048",443,1,,,,,
49854C70GY,27,F,"463,803",491,0,,,,,
49854J68QK,34,M,"173,155",220,1,,,,,
49857N77GZ,37,F,"492,499",770,1,,,,,
49867F06HN,33,F,"343,834",390,0,,,,,
49867K86EY,31,F,"396,363",422,1,,,,,
49868Q46XV,25,M,"140,110",74,0,,,,,
49869A97VS,25,F,"295,416",338,0,,,,,
49870L25VG,26,F,"432,823",477,1,,,,,
49871L17TU,44,F,"588,661",331,0,,,,,
49874C62KR,28,F,"488,563",475,1,,,,,
49875N50XH,62,F,"364,493",296,0,,,,,
49878J08MA,33,F,"364,283",38,1,,,,,
49879J86VX,55,F,"214,339",125,1,,,,,
49883C46MA,38,M,"294,092",386,1,,,,,
49888E71BI,47,F,"465,200",112,0,,,,,
49891V06WU,26,F,"348,248",391,1,,,,,
49892K25IC,54,F,"458,667",476,0,,,,,
49892U72NJ,41,F,"540,704",234,1,,,,,
49892Z56PS,40,F,"627,781",275,0,,,,,
49893G92YL,29,M,"116,675",234,0,,,,,
49896O15UH,29,F,"401,715",459,0,,,,,
49898L93WU,44,M,"256,020",371,0,,,,,
49899X37SS,39,M,"184,117",203,1,,,,,
49900E09HY,25,F,"232,781",278,0,,,,,
49905M53JE,43,M,"324,444",466,1,,,,,
49907O24FV,29,M,"263,996",433,1,,,,,
49912P29OK,45,F,"320,816",439,1,,,,,
49912Q88IO,63,F,"430,672",721,0,,,,,
49913W19QN,29,F,"406,046",204,0,,,,,
49919R39DV,51,M,"590,302",70,0,,,,,
49920K45MS,30,F,"387,483",389,1,,,,,
49920T04BI,43,M,"562,968",352,0,,,,,
49921H79GI,64,M,"72,665",333,0,,,,,
49925Z76KV,62,M,"561,185",462,1,,,,,
49932R94XW,54,F,"356,059",216,1,,,,,
49932V08JT,44,M,"215,812",493,1,,,,,
49936Y18HD,35,F,"443,141",225,0,,,,,
49937Z76SI,36,F,"407,395",300,1,,,,,
49940M79QV,42,F,"600,349",434,1,,,,,
49941Y91UU,58,F,"364,029",220,1,,,,,
49942F93DQ,42,M,"283,475",221,0,,,,,
49943J33IX,31,F,"256,560",302,0,,,,,
49948Q53WP,39,M,"100,998",301,0,,,,,
49954Y93PO,52,M,"510,868",415,1,,,,,
49955M76FY,35,F,"399,940",201,1,,,,,
49955U45PU,63,F,"467,645",283,0,,,,,
49956R45DE,51,F,"105,779",679,0,,,,,
49962V78AJ,39,M,"128,570",421,1,,,,,
49963A08GF,34,M,"284,149",345,1,,,,,
49963Q74TY,41,M,"341,452",351,0,,,,,
49964W22JR,55,F,"335,477",321,1,,,,,
49964X78NX,51,F,"370,973",689,1,,,,,
49965D15VN,58,M,"141,087",790,1,,,,,
49965N92TA,25,F,"268,584",311,1,,,,,
49966E65SD,65,M,"195,993",424,1,,,,,
49969E68JP,63,F,"532,400",221,0,,,,,
49971G62DL,64,F,"462,776",254,1,,,,,
49972H15OQ,33,F,"264,749",344,0,,,,,
49972W75FK,47,M,"379,280",228,1,,,,,
49973Q58OH,60,M,"355,920",316,0,,,,,
49977N23RL,43,M,"145,713",59,0,,,,,
49980N77SL,32,F,"489,947",162,0,,,,,
49988I10MB,33,F,"438,008",362,1,,,,,
49991N11MU,55,M,"638,059",246,1,,,,,
49993X61QV,55,M,"292,188",278,1,,,,,
49995C02MK,61,M,"681,080",555,1,,,,,
49995X36XE,42,F,"321,995",879,1,,,,,
49998C39WL,28,F,"340,065",221,0,,,,,
50001E96BA,52,M,"447,724",205,0,,,,,
50003X47BM,45,M,"446,706",373,1,,,,,
50004V15GV,59,F,"252,045",237,0,,,,,
50008W53MJ,31,M,"178,928",400,1,,,,,
50009D93GP,30,F,"439,443",461,1,,,,,
50009Z37QX,55,F,"151,547",365,1,,,,,
50010D57WM,44,M,"435,676",326,0,,,,,
50011P22VT,46,M,"145,628",319,1,,,,,
50013U51UR,34,F,"446,952",307,1,,,,,
50017O20CZ,34,M,"228,675",253,1,,,,,
50018W61OO,60,M,"474,003",233,0,,,,,
50019T15FQ,57,F,"315,136",881,1,,,,,
50020O78WI,45,M,"220,327",404,1,,,,,
50020Z10IC,47,M,"255,615",303,1,,,,,
50026A71DY,49,F,"525,779",403,1,,,,,
50028R76IF,41,M,"289,054",278,1,,,,,
