id,curr_age,gender,ann_income,age_car,purchase,income_bracket
52339L71EE,27,1,191840.0,319,0,Low
52339O69HX,31,0,151000.0,335,1,Low
52344J63BJ,48,0,154020.0,477,1,Low
52344S07TM,60,1,334811.0,51,1,Medium
52346T22RU,64,1,274216.0,339,0,Medium
52346Z37HD,32,1,143197.0,481,1,Low
52347I69CV,50,1,494451.0,416,1,High
52348S11PQ,32,1,489203.0,292,0,High
52357B13CY,52,0,353852.0,653,1,Medium
52359L17IF,60,1,414349.0,254,0,Medium
52360H38YR,49,0,373049.0,330,1,Medium
52360O16ZR,62,1,158320.0,208,0,Low
52360Y08ZW,25,0,183937.0,451,1,Low
52361F58PF,48,1,672056.0,319,1,High
52365M27XU,41,0,368541.0,325,0,Medium
52367G72VG,39,1,594293.0,224,1,High
52369Q27CD,51,0,619690.0,483,1,High
52372U19GF,39,0,441535.0,354,1,High
52377Q63PK,44,1,389811.0,159,0,Medium
52378X46UJ,28,1,221131.0,353,1,Low
52385L72KM,59,1,285144.0,22,0,Medium
52385W95QO,54,1,178336.0,572,1,Low
52388Z52PB,59,0,160060.0,847,1,Low
52389L72PA,53,0,521566.0,106,1,High
52389M88AH,34,0,238270.0,215,0,Low
52390W75ML,54,1,164667.0,177,0,Low
52391N29HH,53,0,476464.0,293,0,High
52393L87TP,29,0,197730.0,418,1,Low
52395G07ZD,41,1,279339.0,499,1,Medium
52396A07MU,31,0,241271.0,271,1,Low
52397D43YB,35,1,152176.0,469,1,Low
52397S45OC,45,0,496722.0,413,1,High
52397Z77HJ,49,0,277975.0,442,1,Medium
52400O17OY,59,0,666279.0,300,0,High
52402B05RU,40,1,410203.0,778,1,Medium
52403V02HX,50,0,357530.0,252,0,Medium
52407C58QM,52,0,258233.0,233,0,Low
52407T54DZ,49,0,279587.0,294,0,Medium
52411S38ZE,55,1,389669.0,340,0,Medium
52412Q78TD,62,0,754777.0,282,0,High
52413C37ZD,64,0,103385.0,261,0,Low
52414J32FF,49,1,399624.0,226,0,Medium
52418A96AN,59,1,357520.0,819,1,Medium
52420M31HU,43,1,384984.0,710,1,Medium
52427A86SY,38,0,602293.0,308,0,High
52430H95JO,55,0,209190.0,423,1,Low
52431W60WZ,26,1,464717.0,409,0,High
52436O46OD,47,0,400758.0,469,1,Medium
52438H53OZ,62,0,224462.0,122,0,Low
52442G37LH,65,1,391277.0,204,0,Medium
52448E10EP,53,0,303171.0,415,1,Medium
52448J63GA,57,0,730849.0,148,1,High
52453A42AP,61,1,476411.0,356,0,High
52456T24FN,52,1,376728.0,959,1,Medium
52458Q92ZJ,47,1,399011.0,322,0,Medium
52459R02TC,44,0,277019.0,435,1,Medium
52467O57JU,53,1,378493.0,242,0,Medium
52468Z70UD,45,1,427008.0,305,1,High
52471S16SW,40,0,700301.0,354,0,High
52473N82CH,34,0,151417.0,422,1,Low
52474K79MW,54,1,130640.0,342,1,Low
52479N22VC,33,0,247888.0,425,0,Low
52480N15NZ,43,0,119356.0,135,0,Low
52484V91FL,43,0,411621.0,192,0,Medium
52489D62XL,50,0,519928.0,79,0,High
52490K84IL,52,0,619282.0,467,1,High
52491Z75YL,44,0,171942.0,427,0,Low
52503P73GH,31,1,487733.0,283,0,High
52506Q51ED,59,0,226533.0,719,1,Low
52509S82DH,47,0,258133.0,257,1,Low
52512M44HV,45,1,721347.0,435,1,High
52515N05IL,49,0,767709.0,705,1,High
52515X05PW,50,1,323488.0,445,1,Medium
52521F89XK,65,1,418032.0,383,1,Medium
52521H33YV,26,1,492853.0,452,1,High
52521U89ZZ,42,1,399445.0,267,1,Medium
52522E83NL,40,0,496930.0,245,1,High
52523R09HH,30,0,241806.0,320,0,Low
52523Y21EJ,32,1,443509.0,386,1,High
52524I94ET,45,0,325278.0,258,0,Medium
52530J26IH,62,1,165971.0,70,1,Low
52535T32MX,60,1,407027.0,479,0,Medium
52536C23BH,26,0,148145.0,106,0,Low
52537K19GU,30,1,308189.0,248,0,Medium
52542L51JJ,32,1,231096.0,283,0,Low
52543P93DU,32,1,438303.0,474,1,High
52553O60QN,47,0,192525.0,316,1,Low
52557T72KU,32,0,165599.0,926,1,Low
52568A44DW,58,0,644790.0,168,1,High
52570T20LF,46,1,630080.0,228,1,High
52579D04AJ,45,0,428863.0,201,1,High
52582B79QX,35,0,182919.0,282,1,Low
52589O47CS,31,1,403130.0,135,0,Medium
52590I72GO,29,0,144336.0,62,0,Low
52591Y19GC,58,1,166005.0,352,0,Low
52592U60VB,43,1,512288.0,408,0,High
52593R15CN,39,1,656595.0,239,1,High
52594P59HL,60,1,468283.0,379,1,High
52597G24WK,32,1,216952.0,349,0,Low
52599B69ZS,34,1,367244.0,202,1,Medium
52603R17FJ,32,0,251562.0,146,0,Low
52607V19VH,61,0,315654.0,491,0,Medium
52608H05VT,35,1,492595.0,380,1,High
52609H99ON,47,0,758952.0,901,1,High
52609Z49SA,40,1,307712.0,328,0,Medium
52611T22EF,46,0,305297.0,354,1,Medium
52612Q55CH,65,1,309797.0,840,1,Medium
52616S98IE,64,0,305585.0,415,1,Medium
52620X35JJ,59,0,711519.0,141,0,High
52623M66GO,29,0,228656.0,418,1,Low
52629R50XE,29,1,225216.0,330,0,Low
52634B40LR,58,1,146845.0,270,0,Low
52634S09BJ,32,0,100769.0,413,0,Low
52636E32ZK,50,0,305998.0,447,1,Medium
52639J92MY,54,1,528941.0,812,1,High
52640J06GC,34,0,224374.0,498,1,Low
52640K90QJ,28,0,242263.0,209,1,Low
52640R18WG,34,0,259858.0,228,0,Low
52643L17RS,32,0,212249.0,341,1,Low
52645V41MZ,38,1,473709.0,513,1,High
52646Z21IP,38,0,712376.0,355,0,High
52648J19NE,25,0,225809.0,338,0,Low
52651T55XW,64,0,183613.0,315,0,Low
52652Z81SK,32,0,163716.0,486,1,Low
52656W01UN,50,0,100000.0,393,0,Low
52660J91BV,34,1,380685.0,318,0,Medium
52660P93GO,35,1,417016.0,303,1,Medium
52668W99GS,33,1,165264.0,410,1,Low
52671S91ED,29,0,288152.0,296,1,Medium
52673E17HN,54,0,344914.0,223,1,Medium
52676N42XW,34,0,298296.0,340,0,Medium
52678P42PE,64,1,259704.0,368,1,Low
52682K72OG,35,0,216690.0,419,1,Low
52686L20OV,42,0,726403.0,426,1,High
52690S60FQ,59,1,339421.0,149,1,Medium
52691G15MO,46,1,355400.0,349,0,Medium
52694A76SM,41,0,597333.0,122,1,High
52695J25PT,65,0,594564.0,491,0,High
52696K49OW,34,0,244536.0,288,0,Low
52697A56WI,55,0,696513.0,251,1,High
52697G14OZ,25,0,224686.0,400,1,Low
52702T31HK,37,0,388469.0,499,1,Medium
52706E05TZ,53,0,606512.0,100,1,High
52707A22EY,40,0,260634.0,410,1,Medium
52707K11KA,61,0,346886.0,496,0,Medium
52710N29VC,45,1,719035.0,264,1,High
52711M84FL,51,0,408520.0,224,1,Medium
52711N04HI,32,1,376293.0,335,1,Medium
52712F33FP,37,0,148632.0,478,0,Low
52714J56EB,64,0,777697.0,499,1,High
52714R22II,57,1,517661.0,379,1,High
52716M93LG,60,0,109625.0,236,0,Low
52718P07DO,29,0,299570.0,150,0,Medium
52720D80FZ,47,0,456671.0,356,0,High
52724Z05LN,46,0,423262.0,250,0,High
52727Y87RQ,63,1,249480.0,181,0,Low
52730Y88IG,59,0,344792.0,771,1,Medium
52733A62BM,37,0,554392.0,526,1,High
52733D96OZ,25,0,235185.0,309,1,Low
52735V54TC,29,1,410957.0,215,0,Medium
52740Q30FC,32,0,246166.0,366,1,Low
52744G35LH,50,0,163349.0,441,1,Low
52745Q95QI,27,1,367763.0,433,1,Medium
52753X26QT,61,1,418608.0,460,1,Medium
52757Z12DX,38,1,396752.0,226,1,Medium
52760F07MS,40,0,463111.0,277,0,High
52763T22KY,51,0,79211.0,7,0,Low
52764C07OF,27,1,370447.0,214,0,Medium
52770J34DD,56,0,457711.0,13,1,High
52772Y29FP,51,0,482994.0,422,1,High
52774A98MN,45,0,196559.0,333,0,Low
52774J27BI,48,0,201957.0,498,1,Low
52774X69LG,55,1,336475.0,232,0,Medium
52777M49NN,52,0,322117.0,150,1,Medium
52778N38LJ,50,1,576304.0,132,0,High
52780O67GK,25,1,366013.0,41,0,Medium
52783V26HJ,62,1,383720.0,348,0,Medium
52785K00MZ,39,0,384119.0,437,1,Medium
52789P14HO,26,0,281980.0,218,0,Medium
52789Q82OM,60,0,386712.0,207,0,Medium
52792L17YA,44,1,350632.0,147,0,Medium
52792S67GO,25,0,298851.0,247,0,Medium
52793L42NA,62,1,439339.0,777,1,High
52797J34XF,42,0,114346.0,444,1,Low
52797P42PY,39,0,144681.0,367,0,Low
52797S84XT,34,1,229304.0,251,0,Low
52803L89WM,29,0,196073.0,240,0,Low
52808C54GX,38,1,612773.0,346,0,High
52809N10KT,57,0,109977.0,276,0,Low
52815M07OU,25,1,328429.0,228,0,Medium
52815U32GD,39,0,292484.0,437,1,Medium
52816E48QH,30,0,148184.0,342,0,Low
52817D66NI,44,0,292511.0,414,1,Medium
52818T21SX,27,1,468419.0,499,1,High
52822Q12QH,36,0,368246.0,153,0,Medium
52822X57YF,39,0,177751.0,281,1,Low
52823W24QM,63,0,527947.0,89,1,High
52826Y25TW,47,0,419870.0,202,0,Medium
52830C50EI,51,1,207192.0,473,1,Low
52830C51TX,30,0,265920.0,207,0,Medium
52830J86ZT,32,1,440203.0,457,0,High
52831O67DV,56,1,165811.0,237,0,Low
52832P75CQ,45,1,765173.0,104,0,High
52832X49LF,51,1,337112.0,360,0,Medium
52835K60SI,46,1,267339.0,91,1,Medium
52839N04ZY,37,0,669501.0,840,1,High
52843M01ZN,54,0,397820.0,186,1,Medium
52846P55QB,51,1,214027.0,304,0,Low
52847V82AP,44,1,520291.0,248,1,High
52848G73HB,50,0,207469.0,323,0,Low
52850N91IK,34,1,209779.0,262,1,Low
52851E64IE,51,0,706397.0,72,1,High
52853B22BP,33,0,188380.0,333,0,Low
52855D87NQ,53,1,247928.0,204,1,Low
52855F35CB,44,0,222970.0,359,1,Low
52858D15FA,38,0,522909.0,345,1,High
52859L63IP,34,0,195180.0,150,1,Low
52865N41JQ,42,1,494376.0,61,0,High
52871O35LH,57,1,304587.0,707,0,Medium
52872A03CK,64,1,320395.0,315,0,Medium
52873E13WR,64,1,176445.0,941,1,Low
52874W97NM,50,1,529616.0,325,0,High
52880D41GI,43,1,356381.0,42,0,Medium
52884L32YZ,29,0,160046.0,706,1,Low
52885J11EZ,40,0,224828.0,324,1,Low
52887C64VJ,28,0,187823.0,145,1,Low
52887V50AP,55,0,190219.0,1,0,Low
52893K85WB,60,0,457362.0,671,1,High
52893V56JC,34,1,379493.0,290,1,Medium
52894A50IT,55,1,249181.0,328,0,Low
52895Y52WW,30,0,139036.0,533,0,Low
52899M23RE,63,1,214157.0,222,0,Low
52902C44VW,26,1,350331.0,231,0,Medium
52905C33RO,28,0,188205.0,314,0,Low
52905F80OJ,44,0,116799.0,274,0,Low
52907F95IX,28,0,253178.0,367,1,Low
52908B11UN,39,0,348512.0,456,1,Medium
52908T43LW,42,1,487915.0,451,0,High
52909L61TI,53,1,393728.0,499,1,Medium
52910P70TV,40,1,598531.0,819,1,High
52911I03HC,45,1,334387.0,456,0,Medium
52913L56QV,48,0,601229.0,120,1,High
52917L12GA,56,0,421986.0,299,1,High
52920Z70UF,55,0,652225.0,139,0,High
52921N79SR,59,0,418700.0,123,0,Medium
52921Z62OD,30,0,201407.0,497,1,Low
52926N90YW,43,1,385117.0,237,0,Medium
52927X09JC,32,0,106753.0,451,1,Low
52929H57MN,34,1,466779.0,165,1,High
52931Y46HN,46,1,427928.0,66,0,High
52933Z77IL,41,0,495798.0,329,0,High
52936A99MK,36,0,444219.0,311,0,High
52936I00MA,26,0,298999.0,320,0,Medium
52944Y04WB,51,0,200728.0,314,1,Low
52948V19KH,62,0,646085.0,465,1,High
52950Y11PF,46,0,397910.0,390,1,Medium
52954P32VK,40,1,333803.0,417,0,Medium
52957W06IX,35,0,124811.0,394,1,Low
52958Z47EV,46,1,680109.0,331,0,High
52960T36BH,59,1,314704.0,115,1,Medium
52962I84QD,61,0,230384.0,365,1,Low
52962T00MV,25,1,487064.0,42,1,High
52968L74FO,31,0,291961.0,235,0,Medium
52970K84OD,45,0,475809.0,303,1,High
52970T40ZJ,65,0,286831.0,48,0,Medium
52970W01OM,58,1,492792.0,334,0,High
52976Z19AL,46,0,514379.0,360,0,High
52980D05JE,26,1,174163.0,123,0,Low
52981T16ZQ,65,0,712011.0,454,1,High
52981U65VQ,29,1,165288.0,261,0,Low
52981V55EW,63,1,359691.0,29,0,Medium
52984I52EN,26,1,395220.0,212,1,Medium
52991N02TM,46,0,547456.0,472,1,High
52993V79LQ,25,0,188842.0,259,1,Low
52994Z26WI,40,1,329992.0,300,0,Medium
52995K97ZI,50,0,174778.0,277,0,Low
52996A73WK,32,1,353704.0,282,0,Medium
52998B29IQ,34,1,390288.0,392,1,Medium
52998I22BK,37,1,682291.0,133,0,High
53001T38UQ,57,0,326518.0,232,0,Medium
53002U98ZE,65,1,415240.0,448,1,Medium
53004O05DN,28,0,252748.0,460,1,Low
53008F93RM,53,0,318303.0,485,1,Medium
53008M98AM,30,1,435718.0,286,0,High
53013P37QU,51,0,143330.0,203,0,Low
53017L33EQ,30,0,176885.0,224,1,Low
53018C80GX,44,0,121626.0,294,0,Low
53024D88GZ,59,0,690632.0,878,1,High
53029X77VR,36,0,360662.0,219,0,Medium
53030P85IQ,56,0,205328.0,2,0,Low
53030Y58NR,26,1,364979.0,227,1,Medium
53035K84VB,61,0,675935.0,255,0,High
53038A72QE,42,0,194137.0,344,0,Low
53040N62TL,25,0,160844.0,170,1,Low
53044M45YE,53,1,296877.0,951,0,Medium
53055W52SF,38,1,416267.0,223,0,Medium
53057B82RH,42,0,645475.0,449,1,High
53059G15AR,58,1,409915.0,404,1,Medium
53075I71TL,38,1,450219.0,942,1,High
53075J12SF,53,0,310402.0,212,1,Medium
53077M57ZC,34,1,152651.0,357,0,Low
53080B17NN,28,1,430061.0,145,0,High
53080E83WP,38,0,254339.0,499,0,Low
53081Y82GZ,41,0,151954.0,447,1,Low
53086U41BU,50,1,646499.0,337,0,High
53093M28XY,63,1,437256.0,425,1,High
53096R14SY,64,0,395130.0,351,0,Medium
53096T86IV,45,1,457043.0,198,0,High
53103S04RW,65,0,631837.0,210,0,High
53104R41XA,25,0,156439.0,188,1,Low
53106X92OH,55,1,373835.0,17,1,Medium
53107O08ZQ,41,0,134478.0,466,0,Low
53108U80VO,34,1,385285.0,228,0,Medium
53114H06UN,60,0,576242.0,364,1,High
53116G36YK,39,0,354271.0,462,1,Medium
53116H33XK,37,0,161602.0,496,1,Low
53117T21KW,45,0,338159.0,279,1,Medium
53120A74NI,30,1,305504.0,282,0,Medium
53125H70LI,52,0,291850.0,642,1,Medium
53129M97BE,58,0,611835.0,17,0,High
53140E95CA,49,0,631736.0,178,0,High
53144U86SZ,30,0,232989.0,617,1,Low
53148E58XG,54,1,288539.0,641,1,Medium
53148L13KA,51,1,371341.0,132,0,Medium
53154W41MK,51,1,451317.0,410,1,High
53155I03BY,36,1,679995.0,383,1,High
53157B51BC,33,0,112326.0,293,1,Low
53162H65EV,44,0,133092.0,301,0,Low
53165F96KK,41,0,283109.0,337,1,Medium
53165R02YX,44,0,198315.0,273,0,Low
53165Y39KO,61,1,85277.0,50,0,Low
53167Q67JU,33,1,355017.0,342,0,Medium
53170X38ZD,56,1,438179.0,386,0,High
53171E33GG,54,1,327973.0,354,1,Medium
53174I98QN,46,1,272843.0,489,1,Medium
53175O68MX,40,0,487796.0,425,1,High
53176D74SB,43,0,483586.0,287,1,High
53176R80VC,61,0,585856.0,145,0,High
53180A55DE,29,1,394735.0,292,1,Medium
53181Q52NR,40,1,732200.0,492,1,High
53181V50XE,54,1,275899.0,82,0,Medium
53187L75TX,62,1,442704.0,1017,1,High
53187T73CS,36,1,307536.0,452,1,Medium
53188J52YT,62,1,133549.0,29,0,Low
53188K48WA,62,1,202883.0,261,1,Low
53188M98EO,34,0,138400.0,241,0,Low
53192F00MY,32,0,161000.0,402,1,Low
53194S98LI,52,1,101987.0,129,1,Low
53196P57NW,40,0,183679.0,272,0,Low
53200N76CF,36,1,356168.0,407,1,Medium
53206L98JY,33,1,190432.0,280,0,Low
53207F57ID,31,1,247429.0,298,1,Low
53209C73ZJ,54,1,184179.0,575,1,Low
53209F04LS,58,1,113200.0,286,0,Low
53211S53HU,42,0,517349.0,257,0,High
53211T01TU,28,1,416321.0,289,0,Medium
53212U15EC,57,0,575489.0,183,0,High
53214I46KH,32,1,332181.0,194,1,Medium
53215P25TE,52,1,474091.0,81,1,High
53217B74AO,37,0,711131.0,386,1,High
53217L49TY,38,0,129351.0,256,0,Low
53217Q71YC,61,0,626039.0,460,1,High
53219A38AE,44,0,441892.0,455,1,High
53220V23ID,46,0,453587.0,499,1,High
53223W46DP,49,1,483269.0,829,1,High
53224O58AL,55,1,475477.0,804,1,High
53226T56GP,65,0,255207.0,122,0,Low
53234Y19LN,41,0,159098.0,443,1,Low
53237L47LB,57,1,435952.0,167,0,High
53238M31PG,50,0,185659.0,464,0,Low
53239L06VI,57,1,305619.0,304,0,Medium
53241F23ZY,38,0,310304.0,499,1,Medium
53242T01NQ,45,1,350467.0,279,0,Medium
53244U46EQ,26,1,413292.0,477,1,Medium
53253V67ER,26,0,227289.0,441,1,Low
53254F09KG,58,1,299443.0,352,0,Medium
53256V58KZ,25,0,276143.0,251,0,Medium
53263X01LD,45,0,193616.0,359,0,Low
53265C68FL,54,0,237086.0,418,1,Low
53269M24QJ,32,0,211769.0,297,0,Low
53271H00ZM,47,0,637947.0,313,0,High
53272C55EL,40,0,609520.0,286,0,High
53274M91XY,62,0,204039.0,329,1,Low
53281L58FL,60,0,649885.0,249,0,High
53286L18VM,62,0,644534.0,39,0,High
53286W36PF,25,1,252664.0,244,1,Low
53289H62MG,34,1,265947.0,261,0,Medium
53291L66PE,45,0,159314.0,230,1,Low
53300E88LU,64,0,429905.0,780,1,High
53302F68XZ,45,1,709461.0,802,1,High
53309P57TU,38,1,305504.0,426,1,Medium
53309V43ZI,64,1,407752.0,11,0,Medium
53322E10YZ,39,0,240382.0,69,0,Low
53327I63YM,27,1,363927.0,100,1,Medium
53327V57QZ,42,0,543131.0,228,0,High
53329N77RW,45,0,703256.0,447,1,High
53335W73CZ,33,0,109741.0,74,0,Low
53337N33AA,29,0,217346.0,399,0,Low
53338T25WK,47,0,274244.0,242,1,Medium
53339B91SH,46,1,470587.0,263,0,High
53339S61LL,27,1,388783.0,283,1,Medium
53340J36LC,29,0,272955.0,768,1,Medium
53347P74GJ,65,0,302344.0,483,1,Medium
53348X30ZL,26,0,271706.0,345,0,Medium
53350D85WS,47,0,313301.0,235,1,Medium
53350P11YE,39,1,442851.0,302,1,High
53355K00PV,37,0,662472.0,374,1,High
53355T25HL,65,1,504248.0,853,0,High
53362B66CH,40,0,210677.0,363,1,Low
53365M98IQ,46,1,324304.0,427,1,Medium
53366A42SJ,39,0,470007.0,478,0,High
53366D28SH,27,1,472696.0,252,1,High
53367F27SB,54,0,552944.0,966,1,High
53367Z63BF,40,0,344793.0,227,1,Medium
53383Y08NM,51,1,478781.0,299,0,High
53384G97YL,44,0,426152.0,417,0,High
53392I50EP,35,0,116263.0,451,1,Low
53394K16ZT,37,0,468232.0,476,0,High
53395E82GC,61,0,572410.0,1,1,High
53396F75BW,26,0,109548.0,206,0,Low
53398I60LX,41,1,363277.0,298,1,Medium
53404E17NP,37,0,393380.0,418,0,Medium
53406F24JJ,57,1,405245.0,13,1,Medium
53409P70YL,59,1,443792.0,720,1,High
53411Z71QJ,57,0,534749.0,265,0,High
53412S77RX,65,0,441910.0,309,0,High
53413A71ZQ,35,0,170276.0,360,1,Low
53414B29EA,48,1,475899.0,343,1,High
53414E05VU,40,1,475789.0,207,0,High
53414M86NR,26,0,208975.0,204,1,Low
53417G36YD,48,1,345373.0,485,0,Medium
53422H59DF,64,0,771991.0,216,1,High
53425S17XX,37,0,674707.0,242,0,High
53433K75UK,60,1,518227.0,459,0,High
53438A13LT,50,0,612357.0,762,1,High
53438O64YN,32,0,100796.0,974,0,Low
53440U74HH,62,1,167507.0,341,0,Low
53444Y38HK,34,1,353989.0,308,1,Medium
53449L59FF,56,1,427891.0,974,1,High
53451Q86SF,63,0,652258.0,27,0,High
53455B27VM,36,0,105479.0,431,0,Low
53458A95SX,41,0,431908.0,33,0,High
53458H35JB,58,1,188675.0,323,1,Low
53459K32SW,45,0,701181.0,345,0,High
53463T17SS,45,1,464621.0,538,1,High
53467Z40HX,65,1,266843.0,412,0,Medium
53468X46DG,29,1,383221.0,415,1,Medium
53470Y61YO,50,0,443910.0,223,1,High
53471Y42WZ,36,0,211709.0,123,1,Low
53472J69VS,38,0,678003.0,755,1,High
53472Q14ZL,47,0,541501.0,306,0,High
53472W19ZU,47,0,263620.0,459,0,Medium
53475I10IS,57,1,244939.0,227,0,Low
53476C68QC,54,0,280260.0,312,0,Medium
53480V61PF,34,0,208312.0,358,0,Low
53482D29AF,29,0,113933.0,144,0,Low
53482H44XD,65,1,462291.0,713,0,High
53483H08EH,39,1,373715.0,302,0,Medium
53483N04PN,58,0,649021.0,270,0,High
53484E33YR,42,1,439253.0,316,0,High
53485T31HL,40,0,155761.0,313,1,Low
53486R77KH,29,0,111636.0,205,1,Low
53488O17FL,28,0,156434.0,168,1,Low
53492K28TT,28,0,278486.0,350,0,Medium
53494I24QI,46,0,278437.0,216,1,Medium
53502W28WG,32,0,181716.0,914,1,Low
53505F27EH,65,1,205683.0,176,0,Low
53506G90PW,58,1,284195.0,436,1,Medium
53511C01YT,27,0,227263.0,238,0,Low
53512M16VJ,51,0,668033.0,390,1,High
53514A84DC,25,0,164478.0,851,1,Low
53514Y39UP,46,1,617891.0,210,0,High
53515T45IL,42,0,383592.0,402,1,Medium
53516G63CP,50,0,598168.0,346,1,High
53518E94LU,48,1,275605.0,252,0,Medium
53518M67RC,44,1,660064.0,207,1,High
53523I93ZJ,39,1,497680.0,407,1,High
53524I92HL,36,0,705869.0,204,1,High
53525W80GM,47,0,373479.0,445,1,Medium
53526I31EY,26,1,489661.0,350,0,High
53527W02OB,40,1,324453.0,334,1,Medium
53529K62CF,59,0,774428.0,417,1,High
53529R06XC,40,1,721488.0,304,1,High
53530C77HD,30,0,146895.0,177,0,Low
53531M04AS,37,0,329251.0,201,0,Medium
53532H10GC,34,1,432717.0,414,1,High
53534G88BW,37,1,480027.0,268,1,High
53546T73QZ,47,0,514608.0,66,1,High
53548R32KE,61,0,622113.0,452,1,High
53558Z07HA,39,0,423092.0,138,1,High
53564H29UK,35,0,156144.0,881,1,Low
53567K12AV,38,0,787917.0,785,1,High
53570R92LT,46,1,619373.0,283,0,High
53573L55AK,42,0,683309.0,276,0,High
53574L82EP,65,0,577200.0,383,1,High
53576J60NQ,32,0,105313.0,55,0,Low
53581C26OR,53,0,128033.0,427,0,Low
53584C47YZ,50,0,415363.0,307,0,Medium
53584O15YG,63,0,644477.0,272,0,High
53587E11WJ,62,0,702384.0,285,1,High
53587T30CS,55,0,590113.0,360,0,High
53590E08MJ,62,1,191781.0,493,0,Low
53590Y15JA,29,0,295101.0,950,1,Medium
53591T72WG,40,1,406413.0,880,1,Medium
53594D77HM,25,1,343667.0,270,0,Medium
53594T80RJ,40,0,514784.0,307,1,High
53596Z78VN,37,1,308739.0,349,1,Medium
53597E62BI,61,1,287147.0,897,1,Medium
53601Q89GK,59,1,435432.0,935,0,High
53606N91CK,25,0,126745.0,388,1,Low
53609T53PL,43,0,145116.0,383,0,Low
53610S41RQ,63,0,279625.0,467,1,Medium
53611J89NV,33,1,234171.0,489,1,Low
53611Y75BF,55,0,382675.0,118,0,Medium
53612J58NN,48,0,416291.0,353,1,Medium
53617H97BP,52,0,545696.0,105,0,High
53618N91UB,39,0,219326.0,496,0,Low
53619K73XD,35,0,231719.0,329,0,Low
53623Q06VH,32,1,333549.0,376,1,Medium
53625W38DJ,60,1,482051.0,352,0,High
53626U70JJ,26,1,203456.0,498,1,Low
53626Z74SD,34,1,457544.0,277,0,High
53634S24SU,65,0,530987.0,498,1,High
53637V31DX,62,0,499133.0,9,1,High
53639K19FF,59,0,415699.0,427,1,Medium
53640C63EC,65,0,583690.0,276,0,High
53640R46UD,48,0,372206.0,297,1,Medium
53641S34OQ,27,0,112372.0,440,1,Low
53645C83NX,29,1,379069.0,362,1,Medium
53645I33XO,65,1,344392.0,48,0,Medium
53645S00IP,60,1,464784.0,543,1,High
53646E55OP,59,0,339885.0,264,1,Medium
53646U39BR,46,0,383252.0,344,0,Medium
53649D95SC,46,1,398603.0,302,0,Medium
53649O89BA,52,0,230272.0,868,0,Low
53650M57LY,50,1,394565.0,393,1,Medium
53650X20QM,31,0,169323.0,90,0,Low
53653V40VD,43,0,205878.0,89,0,Low
53656B90GS,38,0,533403.0,300,1,High
53656J60PJ,44,0,489586.0,315,1,High
53657G02JV,42,0,216606.0,293,0,Low
53657O03NC,60,1,181128.0,522,1,Low
53658U34AX,64,0,553810.0,327,1,High
53661Z12WS,50,1,705765.0,505,1,High
53665K69VE,53,1,126419.0,859,1,Low
53665Q59BO,41,1,480651.0,458,1,High
53666V28LA,54,0,774094.0,207,1,High
53670Q45EO,39,1,734499.0,266,0,High
53671Y57JP,59,0,624735.0,332,0,High
53673X91JP,49,1,269413.0,231,0,Medium
53674V25TC,65,0,105035.0,744,1,Low
53676P43GX,59,0,515089.0,362,1,High
53683S79HC,65,0,94858.0,522,0,Low
53684I99BU,35,0,109742.0,230,1,Low
53685N09EG,48,0,522291.0,41,0,High
53686K13AH,32,1,305707.0,322,1,Medium
53690O01AM,60,1,300832.0,212,0,Medium
53693Y87RJ,45,1,457771.0,300,0,High
53695X80UU,29,0,255454.0,162,0,Low
53701J82ES,25,0,134536.0,208,0,Low
53701X41NA,61,0,387570.0,289,0,Medium
53704V88GH,30,1,345152.0,466,1,Medium
53708W39OZ,38,1,288485.0,61,0,Medium
53712I40UQ,56,1,398245.0,206,0,Medium
53713V49TN,57,1,175269.0,50,0,Low
53713X99DX,28,0,197515.0,175,0,Low
53717B51SS,63,1,437280.0,563,1,High
53717Z72CR,62,0,658542.0,90,0,High
53718V15ZO,47,0,470941.0,156,0,High
53718W97VS,27,1,451005.0,305,0,High
53719N47XR,44,0,207883.0,358,0,Low
53720K20DY,46,0,388109.0,401,1,Medium
53725Y22GS,61,1,135872.0,39,0,Low
53729B60TY,57,1,156592.0,323,0,Low
53730A35SS,38,0,560115.0,539,1,High
53730H52HF,55,0,308972.0,450,1,Medium
53731S88VM,41,1,373733.0,242,0,Medium
53734A27YW,30,1,436139.0,343,0,High
53738B89DZ,46,0,416163.0,227,0,Medium
53738C54RH,64,0,456974.0,366,1,High
53741W15NL,56,0,514500.0,841,1,High
53743E37JN,26,1,198848.0,378,0,Low
53751V87WK,60,1,216936.0,290,0,Low
53754I54QK,27,1,415559.0,204,0,Medium
53755S48EJ,26,0,109450.0,411,1,Low
53756W75UN,25,0,213456.0,201,1,Low
53757P51VU,49,1,290293.0,974,1,Medium
53757T41TU,29,0,236774.0,50,0,Low
53760X20QC,49,0,491692.0,413,1,High
53764F54KN,59,1,253323.0,391,0,Low
53766U61HZ,32,1,318876.0,182,1,Medium
53772M00UJ,33,0,257716.0,260,1,Low
53774P11OL,43,0,216457.0,469,1,Low
53774V96JV,56,0,374727.0,606,1,Medium
53776Y04XG,61,1,446168.0,361,1,High
53777E90RG,61,0,284453.0,271,1,Medium
53780H89WT,49,1,430352.0,763,1,High
53785K34BP,48,0,349274.0,464,1,Medium
53786F15LZ,50,1,408955.0,287,0,Medium
